year,team,conference,division,total_games,total_wins,total_losses,conference_games,conference_wins,conference_losses,home_games,home_wins,home_losses,away_games,away_wins,away_losses,expected_wins
2021,Kansas State,Big 12,,13,8,5,9,4,5,7,4,3,4,2,2,7.417019804049002
2021,Indiana,Big Ten,East,12,2,10,9,0,9,6,1,5,6,1,5,2.85177486745489
2021,Purdue,Big Ten,West,13,9,4,9,6,3,6,4,2,5,3,2,6.202526337406926
2021,Texas,Big 12,,12,5,7,9,3,6,6,4,2,5,1,4,5.554665460953759
2021,UTSA,Conference USA,West,14,12,2,9,8,1,7,7,0,6,5,1,9.18104077795111
2021,Alabama,SEC,West,15,13,2,9,8,1,7,7,0,4,3,1,10.97420553624587
2021,Kansas,Big 12,,12,2,10,9,1,8,6,1,5,6,1,5,1.7039837589715046
2021,UNLV,Mountain West,West,12,2,10,8,2,6,6,1,5,6,1,5,3.1210708117196817
2021,Virginia Tech,ACC,Coastal,13,6,7,9,4,5,7,4,3,5,2,3,6.8979371648568
2021,Utah,Pac-12,South,14,10,4,10,9,1,6,6,0,6,3,3,10.209444819422217
2021,Stanford,Pac-12,North,12,3,9,9,2,7,6,1,5,5,2,3,2.827062020906381
2021,Temple,American Athletic,East,12,3,9,8,1,7,6,2,4,6,1,5,2.096913717200432
2021,Hawai'i,Mountain West,West,13,6,7,8,3,5,6,4,2,7,2,5,6.337521071640404
2021,Georgia,SEC,East,15,14,1,9,8,1,6,6,0,4,4,0,13.922687672527756
2021,Oregon,Pac-12,North,14,10,4,10,7,3,7,7,0,5,3,2,9.767731751908086
2021,Oklahoma,Big 12,,13,11,2,9,7,2,7,7,0,4,2,2,8.434133886944931
2021,Louisiana,Sun Belt,East,14,13,1,9,9,0,7,7,0,6,5,1,8.964502169894175
2021,Utah State,Mountain West,Mountain,14,11,3,9,7,2,6,3,3,7,7,0,8.738782340931111
2021,Wyoming,Mountain West,Mountain,13,7,6,8,2,6,6,3,3,6,3,3,7.557074456704399
2021,Rutgers,Big Ten,East,13,5,8,9,2,7,6,2,4,6,3,3,4.1295957193227775
2021,Ohio,Mid-American,East,12,3,9,8,3,5,6,1,5,6,2,4,3.9256554607952907
2021,Clemson,ACC,Atlantic,13,10,3,8,6,2,6,6,0,5,3,2,8.707181810036925
2021,NC State,ACC,Atlantic,12,9,3,8,6,2,7,7,0,5,2,3,8.01892729833211
2021,Iowa State,Big 12,,13,7,6,9,5,4,6,5,1,6,2,4,8.316764358924088
2021,Tulsa,American Athletic,West,13,7,6,8,5,3,6,3,3,6,3,3,8.015465774407248
2021,Georgia State,Sun Belt,West,13,8,5,8,6,2,6,4,2,6,3,3,8.517032210344896
2021,Syracuse,ACC,Atlantic,12,5,7,8,2,6,7,3,4,5,2,3,6.613079143850612
2021,Tennessee,SEC,East,13,7,6,8,4,4,8,5,3,4,2,2,8.05785308763853
2021,North Carolina,ACC,Coastal,13,6,7,10,4,6,7,6,1,4,0,4,5.815808068947602
2021,Illinois,Big Ten,West,12,5,7,9,4,5,7,3,4,5,2,3,6.098512273377593
2021,Ole Miss,SEC,West,13,10,3,8,6,2,7,7,0,4,2,2,9.047692847424834
2021,Florida International,Conference USA,East,12,1,11,8,0,8,6,1,5,6,0,6,1.2156753758256371
2022,Auburn,SEC,West,12,5,7,8,2,6,8,5,3,4,0,4,6.735980425211763
2022,UAB,Conference USA,,13,7,6,8,4,4,6,5,1,6,1,5,9.223410176098104
2022,South Alabama,Sun Belt,West,13,10,3,8,7,1,6,5,1,6,5,1,10.263201454416196
2022,Arkansas,SEC,West,13,7,6,8,3,5,7,4,3,4,2,2,8.529310198585382
2022,Arizona State,Pac-12,,12,3,9,9,2,7,6,2,4,6,1,5,5.358043951592553
2022,Arizona,Pac-12,,12,5,7,9,3,6,7,3,4,5,2,3,3.9937131368146206
2022,San Diego State,Mountain West,West,13,7,6,8,5,3,7,5,2,5,2,3,7.5563502323064515
2022,San José State,Mountain West,West,12,7,5,8,5,3,6,6,0,5,1,4,5.503003438066545
2022,Stanford,Pac-12,,12,3,9,9,1,8,6,2,4,6,1,5,2.9377392466469097
2022,California,Pac-12,,12,4,8,9,2,7,7,4,3,5,0,5,3.6585133917757187
2022,UCLA,Pac-12,,13,9,4,9,6,3,8,6,2,4,3,1,9.786850718124283
2022,USC,Pac-12,,14,11,3,10,8,2,7,7,0,5,4,1,9.836385439453885
2022,Colorado State,Mountain West,Mountain,12,3,9,8,3,5,6,2,4,6,1,5,4.0196839090231835
2022,Colorado,Pac-12,,12,1,11,9,1,8,6,1,5,6,0,6,1.0413059166536356
2022,UConn,FBS Independents,,13,6,7,0,0,0,6,5,1,6,1,5,6.266431161912275
2022,Florida State,ACC,Atlantic,13,10,3,8,5,3,7,5,2,4,3,1,9.494500205110302
2022,Florida,SEC,East,13,6,7,8,3,5,7,5,2,4,1,3,6.254924744494766
2022,South Florida,American Athletic,,12,1,11,8,0,8,5,1,4,6,0,6,3.3903067784797445
2022,Georgia Tech,ACC,Coastal,12,5,7,8,4,4,5,2,3,6,3,3,3.6845221996348925
2022,Georgia,SEC,East,15,15,0,9,9,0,6,6,0,4,4,0,14.387702815193459
2022,Hawai'i,Mountain West,West,13,3,10,8,2,6,7,3,4,6,0,6,2.9155671643628924
2022,Iowa State,Big 12,,12,4,8,9,1,8,7,3,4,5,1,4,4.694708962396025
2022,Boise State,Mountain West,Mountain,14,10,4,9,8,1,7,5,2,6,4,2,10.46502299308519
2022,Northwestern,Big Ten,West,12,1,11,9,1,8,6,0,6,5,0,5,3.47451668694066
2022,Indiana,Big Ten,East,12,4,8,9,2,7,7,3,4,5,1,4,1.7430787709538373
2022,Notre Dame,FBS Independents,,13,9,4,1,1,0,6,4,2,4,2,2,8.654266789834304
2022,Kentucky,SEC,East,13,7,6,8,3,5,8,5,3,4,2,2,7.18751183710253
2022,Louisville,ACC,Atlantic,13,8,5,8,4,4,6,5,1,6,2,4,8.320110381938436
2022,Western Kentucky,Conference USA,,14,9,5,8,6,2,6,4,2,7,4,3,8.582883913889692
2022,LSU,SEC,West,14,10,4,9,6,3,7,6,1,4,3,1,8.937714291632972
2022,Boston College,ACC,Atlantic,12,3,9,8,2,6,6,2,4,6,1,5,3.109028249629926
2022,Massachusetts,FBS Independents,,12,1,11,3,0,3,5,1,4,7,0,7,1.690376074844485
2022,Maryland,Big Ten,East,13,8,5,9,4,5,7,5,2,5,2,3,7.812368751981297
2022,Michigan State,Big Ten,East,12,5,7,9,3,6,7,4,3,5,1,4,3.8609062540032357
2022,Michigan,Big Ten,East,14,13,1,10,10,0,8,8,0,4,4,0,12.560026693449178
2022,Minnesota,Big Ten,West,13,9,4,9,5,4,7,5,2,5,3,2,9.709562045344565
2022,Missouri,SEC,East,13,6,7,8,3,5,7,5,2,5,1,4,6.514781025385571
2022,Ole Miss,SEC,West,13,8,5,8,4,4,7,5,2,5,3,2,9.25705926914302
2022,Duke,ACC,Coastal,13,9,4,8,5,3,6,5,1,6,3,3,8.388743574134134
2022,East Carolina,American Athletic,,13,8,5,8,4,4,7,4,3,4,2,2,7.976078563945352
2022,NC State,ACC,Atlantic,13,8,5,8,4,4,7,6,1,5,2,3,6.871235621426741
2022,North Carolina,ACC,Coastal,14,9,5,9,6,3,6,3,3,6,6,0,7.118315943121559
2022,Wake Forest,ACC,Atlantic,13,8,5,8,3,5,7,5,2,5,2,3,8.369783449580337
2022,Nebraska,Big Ten,West,12,4,8,9,3,6,7,2,5,4,2,2,5.026819285649255
2022,Rutgers,Big Ten,East,12,4,8,9,1,8,6,2,4,6,2,4,4.850608864250418
2022,New Mexico State,FBS Independents,,13,7,6,2,2,0,6,4,2,6,2,4,7.289065248229595
2022,New Mexico,Mountain West,Mountain,12,2,10,8,0,8,6,2,4,6,0,6,2.444179443020334
2022,Syracuse,ACC,Atlantic,13,7,6,8,4,4,7,5,2,5,2,3,6.247216096987285
2022,Bowling Green,Mid-American,East,13,6,7,8,5,3,6,3,3,6,3,3,4.934003313814598
2022,Miami (OH),Mid-American,East,13,6,7,8,4,4,5,3,2,6,3,3,4.792097573859011
2022,Ohio State,Big Ten,East,13,11,2,9,8,1,8,7,1,4,4,0,9.809388963394197
2022,Ohio,Mid-American,East,14,10,4,9,7,2,6,6,0,6,3,3,7.408813594852338
2022,Oklahoma State,Big 12,,13,7,6,9,4,5,7,6,1,5,1,4,5.476452362264645
2022,Oklahoma,Big 12,,13,6,7,9,3,6,6,4,2,5,2,3,7.258832896886252
2022,Tulsa,American Athletic,,12,5,7,8,3,5,6,3,3,6,2,4,4.999757325228414
2022,Oregon State,Pac-12,,13,10,3,9,6,3,6,5,1,5,3,2,11.185678034765074
2022,Penn State,Big Ten,East,13,11,2,9,7,2,7,6,1,5,4,1,10.521386176198106
2022,Temple,American Athletic,,12,3,9,8,1,7,7,3,4,5,0,5,4.443983901191349
2022,Pittsburgh,ACC,Coastal,13,9,4,8,5,3,7,5,2,5,3,2,9.349578529177967
2022,Clemson,ACC,Atlantic,14,11,3,9,9,0,7,6,1,4,3,1,11.041650620669936
2022,Memphis,American Athletic,,13,7,6,8,3,5,7,5,2,5,1,4,7.627254270583741
2022,Vanderbilt,SEC,East,12,5,7,8,2,6,6,2,4,6,3,3,4.84516554793668
2022,Baylor,Big 12,,13,6,7,9,4,5,6,3,3,6,3,3,7.3809750936245955
2022,Rice,Conference USA,,13,5,8,8,3,5,6,4,2,6,1,5,5.1501491988443755
2022,Texas A&M,SEC,West,12,5,7,8,2,6,7,4,3,4,0,4,4.6657725755918635
2022,Houston,American Athletic,,13,8,5,8,5,3,6,3,3,6,4,2,7.952554865690328
2022,North Texas,Conference USA,,14,7,7,9,6,3,6,5,1,7,2,5,6.483344134746718
2022,Texas,Big 12,,13,8,5,9,6,3,7,5,2,4,2,2,9.791174312752483
2022,BYU,FBS Independents,,13,8,5,2,0,2,6,4,2,5,3,2,6.633978548013562
2022,Utah,Pac-12,,14,10,4,10,8,2,6,6,0,6,3,3,9.62514945020242
2022,James Madison,Sun Belt,East,11,8,3,8,6,2,6,5,1,5,3,2,8.426511092310333
2022,Virginia,ACC,Coastal,10,3,7,7,1,6,6,2,4,4,1,3,4.070386934757569
2022,Virginia Tech,ACC,Coastal,11,3,8,7,1,6,5,2,3,6,1,5,5.0060560099313465
2022,Washington,Pac-12,,13,11,2,9,7,2,7,7,0,5,3,2,8.230901694511436
2022,Washington State,Pac-12,,13,7,6,9,4,5,7,4,3,5,3,2,5.490055236697067
2022,Wisconsin,Big Ten,West,13,7,6,9,4,5,7,4,3,5,2,3,8.8171866766723
2022,Marshall,Sun Belt,East,13,9,4,8,5,3,6,4,2,6,4,2,10.370431532011144
2022,West Virginia,Big 12,,12,5,7,9,3,6,6,3,3,6,2,4,5.324602623833775
2022,Fresno State,Mountain West,West,14,10,4,9,8,1,6,5,1,7,4,3,8.401889406908776
2022,Georgia Southern,Sun Belt,East,13,6,7,8,3,5,6,4,2,6,2,4,4.3310468065594065
2022,Old Dominion,Sun Belt,East,12,3,9,8,2,6,6,2,4,6,1,5,1.5267098873951883
2022,Louisiana,Sun Belt,West,13,6,7,8,4,4,6,4,2,6,2,4,5.673315480248774
2022,Coastal Carolina,Sun Belt,East,13,9,4,9,6,3,7,6,1,5,3,2,6.995402100022587
2022,Texas State,Sun Belt,West,12,4,8,8,2,6,6,4,2,6,0,6,4.443363952073579
2022,Utah State,Mountain West,Mountain,13,6,7,8,5,3,6,4,2,6,2,4,5.616414921447496
2022,Alabama,SEC,West,13,11,2,8,6,2,7,7,0,5,3,2,10.457207126799414
2022,Mississippi State,SEC,West,13,9,4,8,4,4,7,6,1,5,2,3,6.883963807732934
2022,Army,FBS Independents,,12,6,6,1,1,0,6,4,2,4,1,3,7.143472376623744
2022,Illinois,Big Ten,West,13,8,5,9,5,4,7,5,2,5,3,2,10.178352321979332
2022,Air Force,Mountain West,Mountain,13,10,3,8,5,3,7,6,1,4,2,2,10.945055964657206
2022,Akron,Mid-American,East,12,2,10,8,1,7,5,1,4,7,1,6,1.9569268487546383
2022,App State,Sun Belt,East,12,6,6,8,3,5,7,5,2,5,1,4,7.063498665750302
2022,Arkansas State,Sun Belt,West,12,3,9,8,1,7,6,3,3,6,0,6,4.003603191739838
2022,Ball State,Mid-American,West,12,5,7,8,3,5,6,3,3,6,2,4,4.568672872453927
2022,Buffalo,Mid-American,East,13,7,6,8,5,3,5,3,2,7,3,4,7.196565220621764
2022,UCF,American Athletic,,14,9,5,9,6,3,7,5,2,6,4,2,8.575552106388
2022,Central Michigan,Mid-American,West,12,4,8,8,3,5,6,2,4,6,2,4,5.347255088515795
2022,Cincinnati,American Athletic,,13,9,4,8,6,2,6,5,1,5,3,2,7.485065533095179
2022,Eastern Michigan,Mid-American,West,13,9,4,8,5,3,6,3,3,6,5,1,8.267295377093223
2022,Florida Atlantic,Conference USA,,12,5,7,8,4,4,6,4,2,6,1,5,7.021202189835405
2022,Florida International,Conference USA,,12,4,8,8,2,6,6,2,4,6,2,4,2.4866482887519537
2022,Georgia State,Sun Belt,East,12,4,8,8,3,5,6,2,4,6,2,4,6.615837884863028
2022,Iowa,Big Ten,West,13,8,5,9,5,4,7,4,3,5,3,2,6.882733665105909
2022,Kansas,Big 12,,13,6,7,9,3,6,6,4,2,6,2,4,6.906380529269764
2022,Kansas State,Big 12,,14,10,4,10,8,2,7,5,2,5,4,1,10.078658967967222
2022,Kent State,Mid-American,East,12,5,7,8,4,4,5,3,2,7,2,5,4.15433861055576
2022,Liberty,FBS Independents,,13,8,5,3,2,1,6,4,2,6,4,2,7.287218048079832
2022,Louisiana Tech,Conference USA,,12,3,9,8,2,6,5,3,2,7,0,7,3.809922057915364
2022,Miami,ACC,Coastal,12,5,7,8,3,5,7,2,5,5,3,2,4.911148871075735
2022,Middle Tennessee,Conference USA,,13,8,5,8,4,4,5,3,2,7,4,3,6.9697120688151175
2022,Navy,American Athletic,,12,4,8,8,4,4,5,2,3,5,2,3,8.608996106859646
2022,Charlotte,Conference USA,,12,3,9,8,2,6,6,1,5,6,2,4,2.376026993426871
2022,UL Monroe,Sun Belt,West,12,4,8,8,3,5,5,3,2,7,1,6,2.932622848605087
2022,UNLV,Mountain West,West,12,5,7,8,3,5,6,4,2,6,1,5,5.649057691845799
2022,Nevada,Mountain West,West,12,2,10,8,0,8,6,1,5,6,1,5,3.0488197584211427
2022,Northern Illinois,Mid-American,West,12,3,9,8,2,6,6,1,5,6,2,4,5.659617626280408
2022,Oregon,Pac-12,,13,10,3,9,7,2,6,5,1,5,4,1,10.520552378625103
2022,Purdue,Big Ten,West,14,8,6,10,6,4,6,4,2,6,4,2,6.460504799625862
2022,SMU,American Athletic,,13,7,6,8,5,3,6,4,2,6,3,3,6.546627599579314
2022,Southern Miss,Sun Belt,West,13,7,6,8,4,4,6,3,3,6,3,3,6.896306654106202
2022,South Carolina,SEC,East,13,8,5,8,4,4,7,5,2,5,3,2,6.840453841147032
2022,TCU,Big 12,,15,13,2,10,9,1,6,6,0,6,6,0,10.324848578954755
2022,Tennessee,SEC,East,13,11,2,8,6,2,7,7,0,5,3,2,9.749081155455064
2022,UTSA,Conference USA,,14,11,3,9,9,0,7,6,1,6,5,1,9.775110014725774
2022,UTEP,Conference USA,,12,5,7,8,3,5,6,4,2,6,1,5,4.494274713124155
2022,Texas Tech,Big 12,,13,8,5,9,5,4,7,6,1,5,1,4,6.383732635580702
2022,Toledo,Mid-American,West,14,9,5,9,6,3,6,5,1,6,2,4,10.061377734019235
2022,Troy,Sun Belt,West,14,12,2,9,8,1,7,7,0,6,4,2,9.641550460963668
2022,Tulane,American Athletic,,14,12,2,9,8,1,8,6,2,5,5,0,10.069436737123475
2022,Western Michigan,Mid-American,West,12,5,7,8,4,4,6,2,4,6,3,3,4.301971730411199
2022,Wyoming,Mountain West,Mountain,13,7,6,8,5,3,6,4,2,6,3,3,6.0187623865977224
2023,Auburn,SEC,West,13,6,7,8,3,5,7,3,4,5,3,2,6.402269708738939
2023,UAB,American Athletic,,12,4,8,8,3,5,6,4,2,6,0,6,6.126876907002459
2023,South Alabama,Sun Belt,West,13,7,6,8,4,4,6,4,2,7,3,4,7.771549249783735
2023,Arkansas,SEC,West,12,4,8,8,1,7,6,2,4,4,1,3,5.498399801920857
2023,Arizona State,Pac-12,,12,3,9,9,2,7,8,2,6,4,1,3,3.634008578313207
2023,Arizona,Pac-12,,13,10,3,9,7,2,6,5,1,6,4,2,8.681701369190113
2023,San Diego State,Mountain West,West,12,4,8,8,2,6,7,3,4,5,1,4,5.639138927369647
2023,San José State,Mountain West,West,13,7,6,8,6,2,6,4,2,6,3,3,7.054976053626107
2023,Stanford,Pac-12,,12,3,9,9,2,7,7,0,7,5,3,2,2.647337089501702
2023,California,Pac-12,,13,6,7,9,4,5,6,3,3,6,3,3,6.406684563955697
2023,UCLA,Pac-12,,13,8,5,9,4,5,6,4,2,6,3,3,8.61597362323131
2023,USC,Pac-12,,13,8,5,9,5,4,7,4,3,5,3,2,6.2600445580270625
2023,Colorado State,Mountain West,Mountain,12,5,7,8,3,5,6,4,2,6,1,5,4.613402492008079
2023,Colorado,Pac-12,,12,4,8,9,1,8,6,2,4,6,2,4,3.3075221739721936
2023,UConn,FBS Independents,,12,3,9,1,1,0,6,1,5,6,2,4,3.616995477203681
2023,Florida State,ACC,Atlantic,14,13,1,9,9,0,6,6,0,5,5,0,10.452484506827076
2023,Jacksonville State,Conference USA,,13,9,4,8,6,2,6,5,1,6,3,3,7.61437907610617
2023,Florida,SEC,East,12,5,7,8,3,5,6,4,2,5,1,4,5.9464788624945
2023,South Florida,American Athletic,,13,7,6,8,4,4,6,4,2,6,2,4,6.797797443628671
2023,Georgia Tech,ACC,Coastal,13,7,6,8,5,3,6,3,3,5,3,2,5.721089519848352
2023,Georgia,SEC,East,14,13,1,9,8,1,7,7,0,4,4,0,12.5577106502658
2023,Hawai'i,Mountain West,West,13,5,8,8,3,5,7,4,3,6,1,5,3.9713952343657537
2023,Iowa State,Big 12,,13,7,6,9,6,3,7,3,4,6,4,2,8.020569434290902
2023,Boise State,Mountain West,Mountain,14,8,6,9,7,2,6,5,1,7,3,4,9.081047051623498
2023,Northwestern,Big Ten,West,13,8,5,9,5,4,6,5,1,5,2,3,4.875339892516529
2023,Indiana,Big Ten,East,12,3,9,9,1,8,6,3,3,5,0,5,4.168797102906604
2023,Notre Dame,FBS Independents,,13,10,3,0,0,0,6,5,1,5,3,2,10.637840603697047
2023,Kentucky,SEC,East,13,7,6,8,3,5,7,4,3,5,3,2,6.852863456834255
2023,Louisville,ACC,Atlantic,14,10,4,9,7,2,7,6,1,3,2,1,9.74858020465242
2023,Western Kentucky,Conference USA,,13,8,5,8,5,3,6,4,2,6,3,3,6.18475319617502
2023,LSU,SEC,West,13,10,3,8,6,2,7,7,0,4,2,2,8.890185873099984
2023,Boston College,ACC,Atlantic,13,7,6,8,3,5,7,3,4,5,3,2,6.006971636459468
2023,Massachusetts,FBS Independents,,12,3,9,2,1,1,6,1,5,6,2,4,4.204681253996235
2023,Maryland,Big Ten,East,13,8,5,9,4,5,7,4,3,5,3,2,8.686284739437186
2023,Michigan State,Big Ten,East,12,4,8,9,2,7,6,3,3,5,1,4,4.287639977155193
2023,Michigan,Big Ten,East,15,15,0,10,10,0,7,7,0,5,5,0,14.121569799064128
2023,Minnesota,Big Ten,West,13,6,7,9,3,6,7,4,3,5,1,4,6.284012992760301
2023,Missouri,SEC,East,13,11,2,8,6,2,7,6,1,4,3,1,10.364951247225639
2023,Ole Miss,SEC,West,13,11,2,8,6,2,7,7,0,5,3,2,9.354529777476506
2023,Duke,ACC,Coastal,13,8,5,8,4,4,7,6,1,5,1,4,6.941561596412663
2023,East Carolina,American Athletic,,12,2,10,8,1,7,6,1,5,6,1,5,3.4861740337285267
2023,NC State,ACC,Atlantic,13,9,4,8,6,2,7,5,2,5,4,1,8.422652449172915
2023,North Carolina,ACC,Coastal,13,8,5,8,4,4,7,6,1,4,1,3,6.94860987844693
2023,Wake Forest,ACC,Atlantic,12,4,8,8,1,7,6,3,3,6,1,5,4.234224632197234
2023,Nebraska,Big Ten,West,12,5,7,9,3,6,7,4,3,5,1,4,8.114665478272558
2023,Rutgers,Big Ten,East,13,7,6,9,3,6,7,5,2,5,1,4,6.343079326395482
2023,New Mexico State,Conference USA,,15,10,5,9,7,2,6,5,1,8,5,3,10.336405910005048
2023,New Mexico,Mountain West,Mountain,12,4,8,8,2,6,6,2,4,6,2,4,4.316747674741911
2023,Syracuse,ACC,Atlantic,13,6,7,8,2,6,6,4,2,5,1,4,6.109475485787092
2023,Bowling Green,Mid-American,East,13,7,6,8,5,3,5,3,2,7,4,3,6.787308531770462
2023,Miami (OH),Mid-American,East,14,11,3,9,8,1,5,4,1,7,6,1,8.9748380762999
2023,Ohio State,Big Ten,East,13,11,2,9,8,1,6,6,0,6,5,1,10.130952321332964
2023,Ohio,Mid-American,East,13,10,3,8,6,2,6,5,1,6,4,2,9.20340869032661
2023,Oklahoma State,Big 12,,14,10,4,10,7,3,7,6,1,5,3,2,5.77052764029184
2023,Oklahoma,Big 12,,13,10,3,9,7,2,6,6,0,5,3,2,10.88962520047889
2023,Tulsa,American Athletic,,12,4,8,8,2,6,6,2,4,6,2,4,5.364906297901139
2023,Oregon State,Pac-12,,13,8,5,9,5,4,6,5,1,6,3,3,9.343547327423035
2023,Penn State,Big Ten,East,13,10,3,9,7,2,7,6,1,4,3,1,9.08791319601373
2023,Temple,American Athletic,,12,3,9,8,1,7,7,3,4,5,0,5,2.847281087613609
2023,Pittsburgh,ACC,Coastal,12,3,9,8,2,6,6,3,3,5,0,5,4.3186934917016195
2023,Clemson,ACC,Atlantic,13,9,4,8,4,4,7,6,1,5,2,3,8.821833855095537
2023,Memphis,American Athletic,,13,10,3,8,6,2,6,4,2,6,6,0,7.77400429979447
2023,Vanderbilt,SEC,East,12,2,10,8,0,8,6,2,4,6,0,6,1.3351751097476923
2023,Baylor,Big 12,,12,3,9,9,2,7,8,1,7,4,2,2,2.4182643705434783
2023,Rice,American Athletic,,13,6,7,8,4,4,7,4,3,5,2,3,5.333376090068548
2023,Texas A&M,SEC,West,13,7,6,8,4,4,7,6,1,4,0,4,8.414501282881327
2023,Houston,Big 12,,12,4,8,9,2,7,7,3,4,5,1,4,2.775606899817383
2023,North Texas,American Athletic,,12,5,7,8,3,5,6,3,3,6,2,4,3.8222726131538236
2023,Texas,Big 12,,14,12,2,10,9,1,6,6,0,5,5,0,11.296934751329628
2023,BYU,Big 12,,12,5,7,9,2,7,6,4,2,6,1,5,3.616112728780986
2023,Utah,Pac-12,,13,8,5,9,5,4,7,6,1,5,2,3,8.74529921971851
2023,James Madison,Sun Belt,East,13,11,2,8,7,1,6,5,1,6,6,0,9.717090482691892
2023,Virginia,ACC,Coastal,12,3,9,8,2,6,6,2,4,5,1,4,5.28305039795405
2023,Virginia Tech,ACC,Coastal,13,7,6,8,5,3,6,4,2,6,2,4,7.124493280588259
2023,Washington,Pac-12,,15,14,1,10,10,0,7,7,0,5,5,0,10.632341177096174
2023,Washington State,Pac-12,,12,5,7,9,2,7,6,4,2,6,1,5,5.648213428157859
2023,Wisconsin,Big Ten,West,13,7,6,9,5,4,7,4,3,5,3,2,6.44006280777893
2023,Marshall,Sun Belt,East,13,6,7,8,3,5,6,5,1,6,1,5,6.2434084092360775
2023,West Virginia,Big 12,,13,9,4,9,6,3,6,5,1,6,3,3,8.816005172762647
2023,Fresno State,Mountain West,West,13,9,4,8,4,4,6,5,1,6,3,3,6.207914118436058
2023,Georgia Southern,Sun Belt,East,13,6,7,8,3,5,6,5,1,6,1,5,4.860874030795419
2023,Old Dominion,Sun Belt,East,13,6,7,8,5,3,6,4,2,6,2,4,5.413422875992956
2023,Louisiana,Sun Belt,West,13,6,7,8,3,5,6,4,2,6,2,4,6.641094349991045
2023,Coastal Carolina,Sun Belt,East,13,8,5,8,5,3,6,4,2,6,3,3,7.735956111567856
2023,Texas State,Sun Belt,West,13,8,5,8,4,4,6,5,1,6,2,4,8.479230792898626
2023,Utah State,Mountain West,Mountain,13,6,7,8,4,4,6,3,3,6,3,3,6.337432901954777
2023,Alabama,SEC,West,14,12,2,9,9,0,7,6,1,5,5,0,11.28134746735358
2023,Mississippi State,SEC,West,12,5,7,8,1,7,8,4,4,4,1,3,4.791082871678017
2023,Army,FBS Independents,,12,6,6,1,0,1,6,3,3,4,1,3,6.64921384272946
2023,Illinois,Big Ten,West,12,5,7,9,3,6,7,3,4,5,2,3,5.843894709926475
2023,Air Force,Mountain West,Mountain,13,9,4,8,5,3,5,4,1,5,3,2,10.725707180645806
2023,Akron,Mid-American,East,12,2,10,8,1,7,5,2,3,7,0,7,3.7828815974455225
2023,App State,Sun Belt,East,14,9,5,9,6,3,6,5,1,7,3,4,9.700118352434076
2023,Arkansas State,Sun Belt,West,13,6,7,8,4,4,6,4,2,6,2,4,5.607116358162902
2023,Ball State,Mid-American,West,12,4,8,8,3,5,6,3,3,6,1,5,5.707794769305532
2023,Buffalo,Mid-American,East,12,3,9,8,3,5,6,1,5,6,2,4,3.559438224966651
2023,UCF,Big 12,,13,6,7,9,3,6,6,4,2,6,2,4,9.300313107028485
2023,Central Michigan,Mid-American,West,12,5,7,8,3,5,5,4,1,7,1,6,3.7643715399385247
2023,Cincinnati,Big 12,,12,3,9,9,1,8,7,1,6,5,2,3,4.992730474292186
2023,Eastern Michigan,Mid-American,West,13,6,7,8,4,4,7,5,2,6,1,5,4.53850427462027
2023,Florida Atlantic,American Athletic,,12,4,8,8,3,5,6,2,4,6,2,4,3.923183905309284
2023,Florida International,Conference USA,,12,4,8,8,1,7,6,2,4,6,2,4,3.1718629850145237
2023,Georgia State,Sun Belt,East,13,7,6,8,3,5,6,3,3,6,3,3,7.416657249880071
2023,Iowa,Big Ten,West,14,10,4,10,7,3,7,6,1,4,3,1,7.800021514946646
2023,Kansas,Big 12,,13,9,4,9,5,4,7,5,2,5,3,2,10.655140268245544
2023,Kansas State,Big 12,,13,9,4,9,6,3,7,6,1,5,2,3,7.644873806786312
2023,Kent State,Mid-American,East,12,1,11,8,0,8,5,1,4,7,0,7,2.108804210759372
2023,Liberty,Conference USA,,14,13,1,9,9,0,8,8,0,5,5,0,12.766022655837745
2023,Louisiana Tech,Conference USA,,12,3,9,8,2,6,6,2,4,6,1,5,4.2065989666827726
2023,Miami,ACC,Coastal,13,7,6,8,3,5,7,5,2,5,2,3,8.383222497819775
2023,Middle Tennessee,Conference USA,,12,4,8,8,3,5,6,4,2,6,0,6,4.6199987892459555
2023,Navy,American Athletic,,12,5,7,8,4,4,6,4,2,4,1,3,5.813718223734726
2023,Charlotte,American Athletic,,12,3,9,8,2,6,6,1,5,6,2,4,3.2378180541361177
2023,UL Monroe,Sun Belt,West,12,2,10,8,0,8,6,2,4,6,0,6,1.3038651471992004
2023,UNLV,Mountain West,West,14,9,5,9,6,3,7,5,2,6,4,2,8.35712683027659
2023,Nevada,Mountain West,West,12,2,10,8,2,6,6,1,5,6,1,5,2.532588155921476
2023,Northern Illinois,Mid-American,West,13,7,6,8,5,3,6,3,3,6,3,3,7.948583422560658
2023,Oregon,Pac-12,,14,12,2,10,8,2,7,7,0,5,4,1,12.653452222109038
2023,Purdue,Big Ten,West,12,4,8,9,3,6,7,3,4,5,1,4,5.206786173050185
2023,Sam Houston,Conference USA,,12,3,9,8,2,6,5,2,3,6,1,5,3.5327273047150602
2023,SMU,American Athletic,,14,11,3,9,9,0,6,6,0,7,5,2,10.727556978662738
2023,Southern Miss,Sun Belt,West,12,3,9,8,2,6,6,2,4,6,1,5,4.140541627917707
2023,South Carolina,SEC,East,12,5,7,8,3,5,7,5,2,4,0,4,5.604162594441235
