year,team,conference,division,total_games,total_wins,total_losses,conference_games,conference_wins,conference_losses,home_games,home_wins,home_losses,away_games,away_wins,away_losses,expected_wins
2014,Ball State,Mid-American,West,12,5,7,8,4,4,6,3,3,6,2,4,5.104627845886326
2014,Buffalo,Mid-American,East,11,5,6,7,3,4,6,4,2,5,1,4,5.505966273133442
2014,UCF,American Athletic,,13,9,4,8,7,1,6,6,0,5,3,2,7.584748204890495
2014,Central Michigan,Mid-American,West,13,7,6,8,5,3,6,3,3,6,4,2,7.297080121136163
2014,Cincinnati,American Athletic,,13,9,4,8,7,1,6,5,1,6,4,2,7.648260902105682
2014,Eastern Michigan,Mid-American,West,12,2,10,8,1,7,5,2,3,7,0,7,1.2637453533840954
2014,Florida Atlantic,Conference USA,East,12,3,9,8,2,6,5,3,2,7,0,7,3.25846009454539
2014,Florida International,Conference USA,East,12,4,8,8,3,5,8,3,5,4,1,3,2.7907186842611673
2014,Georgia State,Sun Belt,West,12,1,11,8,0,8,5,0,5,6,0,6,1.1714688185269633
2014,Iowa,Big Ten,West,13,7,6,8,4,4,7,4,3,5,3,2,7.96240360751203
2014,Kansas,Big 12,,12,3,9,9,1,8,6,3,3,6,0,6,4.308256554283572
2014,Kansas State,Big 12,,13,9,4,9,7,2,7,6,1,5,3,2,8.660523413308344
2014,Kent State,Mid-American,East,11,2,9,7,1,6,6,2,4,5,0,5,2.5656757333248743
2014,Louisiana Tech,Conference USA,West,14,9,5,9,7,2,5,4,1,8,4,4,9.469673803131538
2014,Miami,ACC,Coastal,13,6,7,8,3,5,7,5,2,5,1,4,7.337441674338943
2014,Middle Tennessee,Conference USA,East,12,6,6,8,5,3,6,5,1,6,1,5,3.872450167296858
2014,Navy,FBS Independents,,13,8,5,0,0,0,5,3,2,4,3,1,8.164493671883415
2014,UL Monroe,Sun Belt,East,12,4,8,8,3,5,5,3,2,7,1,6,3.9230966762765624
2014,UNLV,Mountain West,West,13,2,11,8,1,7,5,1,4,7,0,7,1.429424004879869
2014,Nevada,Mountain West,West,13,7,6,8,4,4,6,3,3,6,4,2,5.378244198518089
2014,Northern Illinois,Mid-American,West,14,11,3,9,8,1,5,4,1,7,6,1,9.494488274035344
2014,Oregon,Pac-12,North,15,13,2,10,9,1,7,6,1,5,5,0,12.54328897670143
2014,Purdue,Big Ten,West,12,3,9,8,1,7,7,2,5,4,1,3,2.6394709595025865
2014,SMU,American Athletic,,12,1,11,8,1,7,6,0,6,6,1,5,1.220742817528368
2014,Southern Miss,Conference USA,West,12,3,9,8,1,7,6,2,4,6,1,5,2.8419061376396266
2014,South Carolina,SEC,East,13,7,6,8,3,5,7,4,3,5,2,3,5.449351865953694
2014,TCU,Big 12,,13,12,1,9,8,1,7,7,0,5,4,1,10.675201049373445
2014,Tennessee,SEC,East,13,7,6,8,3,5,7,4,3,5,2,3,7.803859547456226
2014,UTSA,Conference USA,West,12,4,8,8,3,5,6,3,3,6,1,5,4.3978247213911965
2014,UTEP,Conference USA,West,13,7,6,8,5,3,6,5,1,6,2,4,5.818639410937845
2014,Texas Tech,Big 12,,12,4,8,9,2,7,6,2,4,5,2,3,4.298408322643811
2014,Toledo,Mid-American,West,13,9,4,8,7,1,6,5,1,6,3,3,8.211264258064572
2014,Troy,Sun Belt,East,12,3,9,8,3,5,6,2,4,6,1,5,5.069360861056078
2014,Tulane,American Athletic,,12,3,9,8,2,6,6,2,4,6,1,5,3.7118011753091498
2014,Western Michigan,Mid-American,West,13,8,5,8,6,2,5,3,2,7,5,2,7.572433044663151
2014,Wyoming,Mountain West,Mountain,12,4,8,8,2,6,6,3,3,6,1,5,3.9611292809497995
2015,Auburn,SEC,West,13,7,6,8,2,6,7,3,4,4,2,2,6.866111013984838
2015,South Alabama,Sun Belt,East,12,5,7,8,3,5,5,2,3,6,2,4,2.7348671745154265
2015,Arkansas,SEC,West,13,8,5,8,5,3,7,4,3,4,3,1,7.902583426122154
2015,Arizona State,Pac-12,South,13,6,7,9,4,5,7,5,2,4,1,3,7.048451807459821
2015,Arizona,Pac-12,South,13,7,6,9,3,6,6,4,2,6,2,4,6.096548532836321
2015,San Diego State,Mountain West,West,14,11,3,9,9,0,6,5,1,6,4,2,11.797593851485885
2015,San José State,Mountain West,West,13,6,7,8,4,4,6,3,3,6,2,4,6.7531740791167145
2015,Stanford,Pac-12,North,14,12,2,10,9,1,7,6,1,5,4,1,10.526463947915536
2015,California,Pac-12,North,13,8,5,9,4,5,6,5,1,6,2,4,7.918842180060103
2015,UCLA,Pac-12,South,13,8,5,9,5,4,6,4,2,6,4,2,7.887393760755797
2015,USC,Pac-12,South,14,8,6,10,6,4,7,5,2,5,3,2,8.250669379678092
2015,Colorado State,Mountain West,Mountain,13,7,6,9,5,4,5,2,3,5,4,1,6.441830244032991
2015,Colorado,Pac-12,South,13,4,9,9,1,8,6,2,4,6,1,5,3.370553874515719
2015,UConn,American Athletic,East,13,6,7,8,4,4,6,4,2,6,2,4,6.956112040295844
2015,Florida State,ACC,Atlantic,13,10,3,8,6,2,7,7,0,5,3,2,9.647540605752695
2015,Florida,SEC,East,14,10,4,9,7,2,7,6,1,4,3,1,9.062808468675803
2015,South Florida,American Athletic,East,13,8,5,8,6,2,6,5,1,6,3,3,8.067292095134599
2015,Georgia Tech,ACC,Coastal,12,3,9,8,1,7,7,3,4,5,0,5,4.216617252024069
2015,Georgia,SEC,East,13,10,3,8,5,3,7,6,1,4,3,1,8.31865285910245
2015,Hawai'i,Mountain West,West,13,3,10,8,0,8,6,2,4,6,0,6,3.5566688182921418
2015,Iowa State,Big 12,,12,3,9,9,2,7,6,3,3,6,0,6,4.7771455888732035
2015,Boise State,Mountain West,Mountain,13,9,4,8,5,3,6,4,2,6,4,2,9.299755027308608
2015,Idaho,Sun Belt,,12,4,8,8,3,5,6,3,3,6,1,5,4.168541277199148
2015,Northwestern,Big Ten,West,13,10,3,8,6,2,7,6,1,4,3,1,7.971574992700099
2015,Indiana,Big Ten,East,13,6,7,8,2,6,7,3,4,5,3,2,7.445339926952616
2015,Notre Dame,FBS Independents,,13,10,3,0,0,0,6,6,0,5,3,2,10.226523843459896
2015,Kentucky,SEC,East,12,5,7,8,2,6,8,4,4,4,1,3,5.168542594485638
2015,Louisville,ACC,Atlantic,13,8,5,8,5,3,6,4,2,5,3,2,8.86158145001076
2015,Western Kentucky,Conference USA,East,14,12,2,9,9,0,6,6,0,7,5,2,10.491735036990798
2015,LSU,SEC,West,12,9,3,8,5,3,7,6,1,4,2,2,8.015096426564725
2015,Boston College,ACC,Atlantic,12,3,9,8,0,8,7,3,4,4,0,4,3.9566769411654654
2015,Massachusetts,Mid-American,East,12,3,9,8,2,6,6,1,5,6,2,4,3.224669523494528
2015,Maryland,Big Ten,East,12,3,9,8,1,7,6,2,4,5,1,4,3.751142935404267
2015,Michigan State,Big Ten,East,14,12,2,9,8,1,7,7,0,5,4,1,10.466375560112763
2015,Michigan,Big Ten,East,13,10,3,8,6,2,7,5,2,5,4,1,9.67902653252734
2015,Minnesota,Big Ten,West,13,6,7,8,2,6,7,3,4,5,2,3,6.580042910559922
2015,Missouri,SEC,East,12,5,7,8,1,7,6,3,3,5,1,4,4.4036253662265
2015,Ole Miss,SEC,West,13,10,3,8,6,2,7,6,1,5,3,2,10.252600123279988
2015,Duke,ACC,Coastal,13,8,5,8,4,4,6,3,3,6,4,2,6.658362356099072
2015,East Carolina,American Athletic,East,12,5,7,8,3,5,6,3,3,6,2,4,5.537777171562683
2015,NC State,ACC,Atlantic,13,7,6,8,3,5,6,3,3,6,4,2,6.963668151496309
2015,North Carolina,ACC,Coastal,14,11,3,9,8,1,7,7,0,4,4,0,11.161382174003718
2015,Wake Forest,ACC,Atlantic,12,3,9,8,1,7,6,1,5,6,2,4,4.1083191917169355
2015,Nebraska,Big Ten,West,13,6,7,8,3,5,7,3,4,5,2,3,7.618585891835013
2015,Rutgers,Big Ten,East,12,4,8,8,1,7,6,1,5,5,2,3,4.06921495296654
2015,New Mexico State,Sun Belt,,12,3,9,8,3,5,5,1,4,7,2,5,3.846638287838924
2015,New Mexico,Mountain West,Mountain,13,7,6,8,5,3,7,5,2,5,2,3,4.5626959039910355
2015,Syracuse,ACC,Atlantic,12,4,8,8,2,6,7,4,3,5,0,5,4.560749351301955
2015,Bowling Green,Mid-American,East,14,10,4,9,8,1,5,3,2,6,6,0,10.310911062821404
2015,Miami (OH),Mid-American,East,12,3,9,8,2,6,6,2,4,6,1,5,4.385919057486963
2015,Ohio State,Big Ten,East,13,12,1,8,7,1,7,6,1,5,5,0,12.065340290465151
2015,Ohio,Mid-American,East,13,8,5,8,5,3,6,5,1,6,3,3,7.082205283005039
2015,Oklahoma State,Big 12,,13,10,3,9,7,2,7,5,2,5,5,0,8.427285862572768
2015,Oklahoma,Big 12,,13,11,2,9,8,1,6,6,0,5,5,0,10.355348372832067
2015,Tulsa,American Athletic,West,13,6,7,8,3,5,6,3,3,6,3,3,6.261609529816425
2015,Oregon State,Pac-12,North,12,2,10,9,0,9,6,2,4,6,0,6,3.0473629074791604
2015,Penn State,Big Ten,East,13,7,6,8,4,4,7,6,1,4,0,4,7.346765352357544
2015,Temple,American Athletic,East,14,10,4,9,7,2,6,5,1,7,5,2,9.232447195100415
2015,Pittsburgh,ACC,Coastal,13,8,5,8,6,2,6,3,3,6,5,1,6.688888408535261
2015,Clemson,ACC,Atlantic,15,14,1,9,9,0,7,7,0,5,5,0,14.057736511768017
2015,Memphis,American Athletic,West,13,9,4,8,5,3,6,5,1,6,4,2,8.389382325456364
2015,Vanderbilt,SEC,East,12,4,8,8,2,6,6,3,3,6,1,5,4.188001608481125
2015,Baylor,Big 12,,13,10,3,9,6,3,6,4,2,5,4,1,10.77808207881098
2015,Rice,Conference USA,West,12,5,7,8,3,5,6,3,3,6,2,4,5.13662057295087
2015,Texas A&M,SEC,West,13,8,5,8,4,4,7,5,2,3,1,2,7.769375325680801
2015,Houston,American Athletic,West,14,13,1,9,8,1,8,8,0,5,4,1,10.77165443233104
2015,North Texas,Conference USA,West,12,1,11,8,1,7,5,1,4,7,0,7,1.0173563626978601
2015,Texas,Big 12,,12,5,7,9,4,5,6,3,3,5,1,4,4.9800956339119855
2015,BYU,FBS Independents,,13,9,4,0,0,0,6,6,0,5,3,2,8.678820000538074
2015,Utah,Pac-12,South,13,10,3,9,6,3,7,6,1,5,3,2,9.439939995939477
2015,Virginia,ACC,Coastal,12,4,8,8,3,5,7,4,3,5,0,5,4.1903113263806375
2015,Virginia Tech,ACC,Coastal,13,7,6,8,4,4,6,2,4,6,4,2,6.615766118694099
2015,Washington,Pac-12,North,13,7,6,9,4,5,7,4,3,5,2,3,7.461522998843166
2015,Washington State,Pac-12,North,13,9,4,9,6,3,6,4,2,6,4,2,8.644714322117231
2015,Wisconsin,Big Ten,West,13,10,3,8,6,2,7,5,2,4,4,0,10.175123756893505
2015,Marshall,Conference USA,East,13,10,3,8,6,2,6,6,0,6,3,3,8.99967687855686
2015,West Virginia,Big 12,,13,8,5,9,4,5,7,6,1,5,1,4,8.987367173419035
2015,Fresno State,Mountain West,West,12,3,9,8,2,6,6,2,4,6,1,5,4.046399999453096
2015,Georgia Southern,Sun Belt,West,13,9,4,8,6,2,6,5,1,6,3,3,8.946256045310001
2015,Old Dominion,Conference USA,East,12,5,7,8,3,5,7,3,4,5,2,3,3.7843721325227038
2015,Louisiana,Sun Belt,East,12,4,8,8,3,5,6,3,3,6,1,5,3.704625829573281
2015,Texas State,Sun Belt,East,12,3,9,8,2,6,6,3,3,6,0,6,3.6184673728054073
2015,Utah State,Mountain West,Mountain,13,6,7,8,5,3,6,5,1,6,1,5,6.597101167974795
2015,Alabama,SEC,West,15,14,1,9,8,1,7,6,1,4,4,0,12.54096514693353
2015,Mississippi State,SEC,West,13,9,4,8,4,4,7,4,3,5,4,1,9.800021470185989
2015,Army,FBS Independents,,12,2,10,0,0,0,6,1,5,5,1,4,4.1082850768165375
2015,Illinois,Big Ten,West,12,5,7,8,2,6,6,4,2,5,1,4,4.744817112084076
2015,Air Force,Mountain West,Mountain,14,8,6,9,6,3,6,6,0,7,2,5,8.188868912477652
2015,Akron,Mid-American,East,13,8,5,8,5,3,6,3,3,6,4,2,7.874364366576003
2015,App State,Sun Belt,West,13,11,2,8,7,1,6,5,1,6,5,1,10.873915084675692
2015,Arkansas State,Sun Belt,East,13,9,4,8,8,0,6,5,1,6,4,2,8.206669631731858
2015,Ball State,Mid-American,West,12,3,9,8,2,6,6,2,4,6,1,5,2.7183217249341403
2015,Buffalo,Mid-American,East,12,5,7,8,3,5,6,2,4,6,3,3,5.166163613170659
2015,UCF,American Athletic,East,12,0,12,8,0,8,6,0,6,6,0,6,0.306113028524011
2015,Central Michigan,Mid-American,West,13,7,6,8,6,2,6,4,2,6,3,3,8.302777018016728
2015,Cincinnati,American Athletic,East,13,7,6,8,4,4,6,5,1,6,2,4,8.321234587256935
2015,Eastern Michigan,Mid-American,West,12,1,11,8,0,8,6,0,6,6,1,5,1.645040147652935
2015,Florida Atlantic,Conference USA,East,12,3,9,8,3,5,6,1,5,6,2,4,4.933459088824522
2015,Florida International,Conference USA,East,12,5,7,8,3,5,5,4,1,7,1,6,4.916877240439448
2015,Georgia State,Sun Belt,West,13,6,7,8,5,3,5,2,3,6,4,2,7.568407658839105
2015,Iowa,Big Ten,West,14,12,2,9,8,1,7,7,0,5,5,0,10.052833822025198
2015,Kansas,Big 12,,12,0,12,9,0,9,7,0,7,5,0,5,1.1531450017127158
2015,Kansas State,Big 12,,13,6,7,9,3,6,7,4,3,5,2,3,4.537706766077729
2015,Kent State,Mid-American,East,12,3,9,8,2,6,6,2,4,6,1,5,3.588434132346899
2015,Louisiana Tech,Conference USA,West,13,9,4,8,6,2,6,5,1,6,3,3,9.541700284139496
2015,Miami,ACC,Coastal,13,8,5,8,5,3,6,5,1,6,3,3,6.736795077720647
2015,Middle Tennessee,Conference USA,East,13,7,6,8,6,2,6,5,1,6,2,4,7.168123354120555
2015,Navy,American Athletic,West,13,11,2,8,7,1,6,6,0,5,3,2,9.995587176241257
2015,Charlotte,Conference USA,East,12,2,10,8,0,8,6,1,5,6,1,5,2.0213151118021098
2015,UL Monroe,Sun Belt,East,13,2,11,8,1,7,5,2,3,8,0,8,1.8074151684021884
2015,UNLV,Mountain West,West,12,3,9,8,2,6,5,1,4,6,1,5,3.463923658371315
2015,Nevada,Mountain West,West,13,7,6,9,5,4,6,4,2,6,2,4,6.2445311579029585
2015,Northern Illinois,Mid-American,West,14,8,6,9,6,3,6,5,1,6,3,3,6.96830103068473
2015,Oregon,Pac-12,North,13,9,4,9,7,2,7,5,2,5,4,1,8.205796778749793
2015,Purdue,Big Ten,West,12,2,10,8,1,7,7,2,5,5,0,5,1.8064566846671986
2015,SMU,American Athletic,West,12,2,10,8,1,7,7,2,5,5,0,5,2.4261265676604262
2015,Southern Miss,Conference USA,West,14,9,5,9,7,2,6,5,1,7,4,3,9.197423339051856
2015,South Carolina,SEC,East,12,3,9,8,1,7,6,2,4,5,0,5,3.8796248985138684
2015,TCU,Big 12,,13,11,2,9,7,2,6,6,0,6,4,2,10.11630260006642
2015,Tennessee,SEC,East,13,9,4,8,5,3,7,5,2,4,2,2,9.885372369736375
2015,UTSA,Conference USA,West,12,3,9,8,3,5,6,1,5,6,2,4,4.739891525764283
2015,UTEP,Conference USA,West,12,5,7,8,3,5,5,3,2,7,2,5,4.166792898555731
2015,Texas Tech,Big 12,,13,7,6,9,4,5,6,4,2,5,3,2,5.851912928882799
2015,Toledo,Mid-American,West,12,10,2,8,6,2,6,4,2,5,5,0,9.556216406041587
2015,Troy,Sun Belt,East,12,4,8,8,3,5,5,2,3,7,2,5,4.930763405995183
2015,Tulane,American Athletic,West,12,3,9,8,1,7,6,2,4,6,1,5,2.806499209994909
2015,Western Michigan,Mid-American,West,13,8,5,8,6,2,6,4,2,6,3,3,7.3676150471172885
2015,Wyoming,Mountain West,Mountain,12,2,10,8,2,6,6,2,4,6,0,6,2.1719515722984433
2016,Auburn,SEC,West,13,8,5,8,5,3,8,6,2,4,2,2,7.357137623845934
2016,South Alabama,Sun Belt,East,13,6,7,8,2,6,7,5,2,5,1,4,6.163673779505541
2016,Arkansas,SEC,West,13,7,6,8,3,5,7,5,2,4,2,2,5.451187724792665
2016,Arizona State,Pac-12,South,12,5,7,9,2,7,6,4,2,6,1,5,3.7411303962849383
2016,Arizona,Pac-12,South,12,3,9,9,1,8,7,3,4,4,0,4,3.5117826960432788
2016,San Diego State,Mountain West,West,14,11,3,9,7,2,5,4,1,7,5,2,10.814104184060378
2016,San José State,Mountain West,West,12,4,8,8,3,5,6,3,3,6,1,5,3.682770864384072
2016,Stanford,Pac-12,North,13,10,3,9,6,3,6,4,2,6,5,1,8.30927164204298
2016,California,Pac-12,North,12,5,7,9,3,6,6,4,2,5,0,5,5.629747955811931
2016,UCLA,Pac-12,South,12,4,8,9,2,7,6,3,3,6,1,5,6.536088459568696
2016,USC,Pac-12,South,13,10,3,9,7,2,6,6,0,5,3,2,9.8971624800265
2016,Colorado State,Mountain West,Mountain,13,7,6,8,5,3,6,5,1,5,2,3,7.419433515851126
2016,Colorado,Pac-12,South,14,10,4,10,8,2,6,6,0,5,3,2,9.04936261577807
2016,UConn,American Athletic,East,12,3,9,8,1,7,7,3,4,5,0,5,3.0371084038494716
2016,Florida State,ACC,Atlantic,13,10,3,8,5,3,6,4,2,5,4,1,9.265689082711427
2016,Florida,SEC,East,13,9,4,9,6,3,5,5,0,5,2,3,8.494063327585629
2016,South Florida,American Athletic,East,13,11,2,8,7,1,7,6,1,5,4,1,9.680666858108236
2016,Georgia Tech,ACC,Coastal,13,9,4,8,4,4,7,5,2,4,2,2,7.154411655645153
2016,Georgia,SEC,East,13,8,5,8,4,4,6,3,3,4,3,1,7.626085837192547
2016,Hawai'i,Mountain West,West,14,7,7,8,4,4,6,3,3,6,3,3,6.722279081830997
2016,Iowa State,Big 12,,12,3,9,9,2,7,7,2,5,5,1,4,4.030606550952219
2016,Boise State,Mountain West,Mountain,13,10,3,8,6,2,6,6,0,6,4,2,10.987369028652495
2016,Idaho,Sun Belt,,13,9,4,8,6,2,5,4,1,7,4,3,6.77581676287416
2016,Northwestern,Big Ten,West,13,7,6,9,5,4,7,3,4,5,3,2,6.733568457574485
2016,Indiana,Big Ten,East,13,6,7,9,4,5,7,4,3,5,2,3,6.271396238759947
2016,Notre Dame,FBS Independents,,12,4,8,0,0,0,6,2,4,3,0,3,6.719280874473061
2016,Kentucky,SEC,East,13,7,6,8,4,4,7,5,2,5,2,3,6.024248294961199
2016,Louisville,ACC,Atlantic,13,9,4,8,7,1,6,5,1,6,4,2,9.82720348444852
2016,Western Kentucky,Conference USA,East,14,11,3,9,8,1,7,6,1,6,4,2,10.441633935451794
2016,LSU,SEC,West,12,8,4,8,5,3,7,5,2,3,2,1,9.3041603600414
2016,Boston College,ACC,Atlantic,13,7,6,8,2,6,6,3,3,5,3,2,6.842764306864298
2016,Massachusetts,FBS Independents,,12,2,10,0,0,0,6,2,4,6,0,6,2.1718635858781177
2016,Maryland,Big Ten,East,13,6,7,9,3,6,6,4,2,6,2,4,5.361863704967228
2016,Michigan State,Big Ten,East,12,3,9,9,1,8,7,2,5,5,1,4,4.825059922408645
2016,Michigan,Big Ten,East,13,10,3,9,7,2,8,8,0,4,2,2,10.595598190180455
2016,Minnesota,Big Ten,West,13,9,4,9,5,4,7,6,1,5,2,3,9.106763733007575
2016,Missouri,SEC,East,12,4,8,8,2,6,7,4,3,5,0,5,5.055042684091628
2016,Ole Miss,SEC,West,12,5,7,8,2,6,7,4,3,4,1,3,5.905588826824104
2016,Duke,ACC,Coastal,12,4,8,8,1,7,6,3,3,6,1,5,4.72572853257184
2016,East Carolina,American Athletic,East,12,3,9,8,1,7,6,3,3,6,0,6,2.887529162185359
2016,NC State,ACC,Atlantic,13,7,6,8,3,5,7,4,3,5,2,3,7.81704012469301
2016,North Carolina,ACC,Coastal,13,8,5,8,5,3,6,4,2,5,4,1,8.404458702132855
2016,Wake Forest,ACC,Atlantic,13,7,6,8,3,5,7,4,3,5,2,3,6.647944801096091
2016,Nebraska,Big Ten,West,13,9,4,9,6,3,7,7,0,5,2,3,8.268324257718225
2016,Rutgers,Big Ten,East,12,2,10,9,0,9,7,2,5,5,0,5,3.2922674252470587
2016,New Mexico State,Sun Belt,,12,3,9,8,2,6,5,3,2,7,0,7,2.9092329534064927
2016,New Mexico,Mountain West,Mountain,13,9,4,8,6,2,6,5,1,5,2,3,7.21690567816987
2016,Syracuse,ACC,Atlantic,12,4,8,8,2,6,6,2,4,5,2,3,4.513547088203168
2016,Bowling Green,Mid-American,East,12,4,8,8,3,5,6,3,3,6,1,5,2.0102404352385093
2016,Miami (OH),Mid-American,East,13,6,7,8,6,2,6,3,3,6,3,3,7.420169474773245
2016,Ohio State,Big Ten,East,13,11,2,9,8,1,7,7,0,5,4,1,9.277660680886823
2016,Ohio,Mid-American,East,14,8,6,9,6,3,6,4,2,6,4,2,9.125129678295911
2016,Oklahoma State,Big 12,,13,10,3,9,7,2,7,6,1,5,3,2,9.81466087919795
2016,Oklahoma,Big 12,,13,11,2,9,9,0,6,5,1,4,4,0,10.469156403225035
2016,Tulsa,American Athletic,West,13,10,3,8,6,2,6,6,0,6,3,3,10.031346371735857
2016,Oregon State,Pac-12,North,12,4,8,9,3,6,7,4,3,5,0,5,4.673670331680359
2016,Penn State,Big Ten,East,14,11,3,10,9,1,7,7,0,5,3,2,8.744840444396715
2016,Temple,American Athletic,East,14,10,4,9,8,1,7,6,1,6,4,2,11.296530388409671
2016,Pittsburgh,ACC,Coastal,13,8,5,8,5,3,7,6,1,5,2,3,8.065011987317767
2016,Clemson,ACC,Atlantic,15,14,1,9,8,1,7,6,1,5,5,0,13.481793660954883
2016,Memphis,American Athletic,West,13,8,5,8,5,3,7,5,2,5,3,2,6.766408704123565
2016,Vanderbilt,SEC,East,13,6,7,8,3,5,6,4,2,6,2,4,4.542081320078002
2016,Baylor,Big 12,,13,7,6,9,3,6,6,4,2,5,2,3,7.367077413514439
2016,Rice,Conference USA,West,12,3,9,8,2,6,6,2,4,6,1,5,3.603682301321214
2016,Texas A&M,SEC,West,13,8,5,8,4,4,7,5,2,4,2,2,8.374404117937019
2016,Houston,American Athletic,West,13,9,4,8,5,3,6,6,0,5,2,3,9.569756358541158
2016,North Texas,Conference USA,West,13,5,8,8,3,5,6,3,3,6,2,4,4.977226655885201
2016,Texas,Big 12,,12,5,7,9,3,6,6,4,2,5,1,4,5.669658933865314
2016,BYU,FBS Independents,,13,9,4,0,0,0,6,5,1,4,2,2,8.853547829559682
2016,Utah,Pac-12,South,13,9,4,9,5,4,6,4,2,6,4,2,6.812112746049243
2016,Virginia,ACC,Coastal,12,2,10,8,1,7,6,1,5,6,1,5,2.620576910391158
2016,Virginia Tech,ACC,Coastal,14,10,4,9,6,3,6,5,1,5,4,1,9.26136118955677
2016,Washington,Pac-12,North,14,12,2,10,9,1,7,6,1,5,5,0,11.770319770450014
2016,Washington State,Pac-12,North,13,8,5,9,7,2,7,5,2,5,3,2,7.840507962706554
2016,Wisconsin,Big Ten,West,14,11,3,10,7,3,6,5,1,5,4,1,10.554506551658854
2016,Marshall,Conference USA,East,12,3,9,8,2,6,7,3,4,5,0,5,3.102946849457712
2016,West Virginia,Big 12,,13,10,3,9,7,2,7,6,1,4,3,1,8.759047554120334
2016,Fresno State,Mountain West,West,12,1,11,8,0,8,6,1,5,6,0,6,1.6349777846519937
2016,Georgia Southern,Sun Belt,West,12,5,7,8,4,4,5,3,2,7,2,5,4.587936244770052
2016,Old Dominion,Conference USA,East,13,10,3,8,7,1,6,6,0,6,3,3,9.35500193076252
2016,Louisiana,Sun Belt,East,13,6,7,8,5,3,6,3,3,6,3,3,6.530777009925602
2016,Texas State,Sun Belt,East,12,2,10,8,0,8,6,1,5,6,1,5,1.236628020568112
2016,Utah State,Mountain West,Mountain,12,3,9,8,1,7,6,3,3,6,0,6,4.961289217208717
2016,Alabama,SEC,West,15,14,1,9,9,0,7,7,0,4,4,0,13.863107422874544
2016,Mississippi State,SEC,West,13,6,7,8,3,5,6,3,3,6,2,4,5.438214852082114
2016,Army,FBS Independents,,13,8,5,0,0,0,5,3,2,5,3,2,8.490861596286491
2016,Illinois,Big Ten,West,12,3,9,9,2,7,7,2,5,5,1,4,3.425821394391717
2016,Air Force,Mountain West,Mountain,13,10,3,8,5,3,6,5,1,5,4,1,9.392486975934045
2016,Akron,Mid-American,East,12,5,7,8,3,5,6,2,4,6,3,3,5.811085243256013
2016,App State,Sun Belt,West,13,10,3,8,7,1,6,5,1,6,4,2,10.005603215624589
2016,Arkansas State,Sun Belt,East,13,8,5,8,7,1,6,4,2,7,4,3,8.841446068171772
2016,Ball State,Mid-American,West,12,4,8,8,1,7,5,1,4,7,3,4,5.425998505893503
2016,Buffalo,Mid-American,East,12,2,10,8,1,7,6,2,4,6,0,6,2.347664468802628
2016,UCF,American Athletic,East,13,6,7,8,4,4,7,3,4,6,3,3,6.652078777466644
2016,Central Michigan,Mid-American,West,13,6,7,8,3,5,6,4,2,6,2,4,5.787048822271673
2016,Cincinnati,American Athletic,East,12,4,8,8,1,7,7,3,4,5,1,4,4.2384391506378005
2016,Eastern Michigan,Mid-American,West,13,7,6,8,4,4,6,3,3,6,4,2,7.165027566922423
2016,Florida Atlantic,Conference USA,East,12,3,9,8,2,6,6,2,4,6,1,5,3.367460497306066
2016,Florida International,Conference USA,East,12,4,8,8,4,4,7,2,5,5,2,3,3.973585622751035
2016,Georgia State,Sun Belt,West,12,3,9,8,2,6,6,3,3,6,0,6,4.056760950336529
2016,Iowa,Big Ten,West,13,8,5,9,6,3,7,4,3,5,4,1,7.371007351675093
2016,Kansas,Big 12,,12,2,10,9,1,8,6,2,4,6,0,6,2.1855441972049885
2016,Kansas State,Big 12,,13,9,4,9,6,3,6,5,1,6,3,3,7.765007682773396
2016,Kent State,Mid-American,East,12,3,9,8,2,6,6,1,5,6,2,4,4.375056971914983
2016,Louisiana Tech,Conference USA,West,14,9,5,9,6,3,5,5,0,8,3,5,9.057605934442236
2016,Miami,ACC,Coastal,13,9,4,8,5,3,6,4,2,6,4,2,9.901336332913056
2016,Middle Tennessee,Conference USA,East,13,8,5,8,5,3,5,3,2,7,5,2,7.639676922789799
2016,Navy,American Athletic,West,14,9,5,9,7,2,6,5,1,5,3,2,7.944662899223782
2016,Charlotte,Conference USA,East,12,4,8,8,3,5,6,1,5,6,3,3,4.852663573956285
2016,UL Monroe,Sun Belt,East,12,4,8,8,3,5,5,3,2,7,1,6,4.077469484898824
2016,UNLV,Mountain West,West,12,4,8,8,3,5,5,2,3,6,1,5,4.426854109138395
2016,Nevada,Mountain West,West,12,5,7,8,3,5,6,4,2,6,1,5,4.361788018840652
2016,Northern Illinois,Mid-American,West,12,5,7,8,5,3,5,2,3,6,3,3,4.296714188093547
2016,Oregon,Pac-12,North,12,4,8,9,2,7,6,3,3,6,1,5,4.389081355783599
2016,Purdue,Big Ten,West,12,3,9,9,1,8,7,2,5,5,1,4,1.8501367877445047
2016,SMU,American Athletic,West,12,5,7,8,3,5,6,2,4,6,3,3,5.774553254743869
2016,Southern Miss,Conference USA,West,13,7,6,8,4,4,6,4,2,6,2,4,7.9244139586487305
2016,South Carolina,SEC,East,13,6,7,8,3,5,7,5,2,5,1,4,6.622746691974632
2016,TCU,Big 12,,13,6,7,9,4,5,7,2,5,5,4,1,6.3947495088735495
2016,Tennessee,SEC,East,13,9,4,8,4,4,7,6,1,4,1,3,8.038813417859945
2016,UTSA,Conference USA,West,13,6,7,8,5,3,6,4,2,6,2,4,6.416772188010097
