year,week,team,conference,elo
2000,8,Navy,FBS Independents,1226
2000,8,NC State,ACC,1610
2000,8,Nebraska,Big 12,2062
2000,8,Nevada,Western Athletic,1073
2000,8,New Mexico,Mountain West,1396
2000,8,New Mexico State,Big West,1284
2000,8,North Carolina,ACC,1450
2000,8,Northern Illinois,Mid-American,1467
2000,8,North Texas,Big West,1057
2000,8,Northwestern,Big Ten,1566
2000,8,Notre Dame,FBS Independents,1689
2000,8,Ohio,Mid-American,1505
2000,8,Ohio State,Big Ten,1845
2000,8,Oklahoma,Big 12,2044
2000,8,Oklahoma State,Big 12,1425
2000,8,Ole Miss,SEC,1569
2000,8,Oregon,Pac-10,1820
2000,8,Oregon State,Pac-10,1748
2000,8,Penn State,Big Ten,1643
2000,8,Pittsburgh,Big East,1553
2000,8,Purdue,Big Ten,1841
2000,8,Rice,Western Athletic,1314
2000,8,Rutgers,Big East,1070
2000,8,San Diego State,Mountain West,1440
2000,8,San José State,Western Athletic,1311
2000,8,SMU,Western Athletic,1155
2000,8,South Carolina,SEC,1614
2000,8,Southern Miss,Conference USA,1878
2000,8,South Florida,FBS Independents,1377
2000,8,Stanford,Pac-10,1427
2000,8,Syracuse,Big East,1699
2000,8,TCU,Western Athletic,1783
2000,8,Temple,Big East,1425
2000,8,Tennessee,SEC,1869
2000,8,Texas,Big 12,1785
2000,8,Texas A&M,Big 12,1755
2000,8,Texas Tech,Big 12,1455
2000,8,Toledo,Mid-American,1803
2000,8,Tulane,Conference USA,1284
2000,8,Tulsa,Western Athletic,1205
2000,8,UAB,Conference USA,1452
2000,8,UCF,FBS Independents,1409
2000,8,UCLA,Pac-10,1483
2000,8,UConn,FBS Independents,1269
2000,8,UL Monroe,FBS Independents,893
2000,8,UNLV,Mountain West,1468
2000,8,USC,Pac-10,1634
2000,8,Utah,Mountain West,1592
2000,8,Utah State,Big West,1214
2000,8,UTEP,Western Athletic,1496
2000,8,Vanderbilt,SEC,1379
2000,8,Virginia,ACC,1522
2000,8,Virginia Tech,Big East,2025
2000,8,Wake Forest,ACC,1298
2000,8,Washington,Pac-10,1663
2000,8,Washington State,Pac-10,1486
2000,8,Western Michigan,Mid-American,1609
2000,8,West Virginia,Big East,1530
2000,8,Wisconsin,Big Ten,1778
2000,8,Wyoming,Mountain West,1155
2000,9,Air Force,Mountain West,1524
2000,9,Akron,Mid-American,1398
2000,9,Alabama,SEC,1752
2000,9,Arizona,Pac-10,1699
2000,9,Arizona State,Pac-10,1576
2000,9,Arkansas,SEC,1607
2000,9,Arkansas State,Big West,1071
2000,9,Army,Conference USA,1219
2000,9,Auburn,SEC,1647
2000,9,Ball State,Mid-American,1114
2000,9,Baylor,Big 12,1136
2000,9,Boise State,Big West,1714
2000,9,Boston College,Big East,1711
2000,9,Bowling Green,Mid-American,1278
2000,9,Buffalo,Mid-American,872
2000,9,BYU,Mountain West,1503
2000,9,California,Pac-10,1429
2000,9,Central Michigan,Mid-American,978
2000,9,Cincinnati,Conference USA,1371
2000,9,Clemson,ACC,1864
2000,9,Colorado,Big 12,1632
2000,9,Colorado State,Mountain West,1646
2000,9,Duke,ACC,1085
2000,9,East Carolina,Conference USA,1673
2000,9,Eastern Michigan,Mid-American,1098
2000,9,Florida,SEC,1945
2000,9,Florida State,ACC,2187
2000,9,Fresno State,Western Athletic,1566
2000,9,Georgia,SEC,1770
2000,9,Georgia Tech,ACC,1776
2000,9,Hawai'i,Western Athletic,1238
2000,9,Houston,Conference USA,1333
2000,9,Idaho,Big West,1283
2000,9,Illinois,Big Ten,1678
2000,9,Indiana,Big Ten,1390
2000,9,Iowa,Big Ten,1280
2000,9,Iowa State,Big 12,1468
2000,9,Kansas,Big 12,1445
2000,9,Kansas State,Big 12,2101
2000,9,Kent State,Mid-American,1037
2000,9,Kentucky,SEC,1413
2000,9,Louisiana,FBS Independents,900
2000,9,Louisiana Tech,FBS Independents,1258
2000,9,Louisville,Conference USA,1611
2000,9,LSU,SEC,1617
2000,9,Marshall,Mid-American,1558
2000,9,Maryland,ACC,1461
2000,9,Memphis,Conference USA,1501
2000,9,Miami,Big East,1987
2000,9,Miami (OH),Mid-American,1497
2000,9,Michigan,Big Ten,1970
2000,9,Michigan State,Big Ten,1623
2000,9,Middle Tennessee,FBS Independents,1233
2000,9,Minnesota,Big Ten,1776
2000,9,Mississippi State,SEC,1717
2000,9,Missouri,Big 12,1241
2000,9,Navy,FBS Independents,1200
2000,9,NC State,ACC,1610
2000,9,Nebraska,Big 12,2128
2000,9,Nevada,Western Athletic,1051
2000,9,New Mexico,Mountain West,1418
2000,9,New Mexico State,Big West,1279
2000,9,North Carolina,ACC,1456
2000,9,Northern Illinois,Mid-American,1404
2000,9,North Texas,Big West,952
2000,9,Northwestern,Big Ten,1566
2000,9,Notre Dame,FBS Independents,1706
2000,9,Ohio,Mid-American,1593
2000,9,Ohio State,Big Ten,1860
2000,9,Oklahoma,Big 12,2044
2000,9,Oklahoma State,Big 12,1425
2000,9,Ole Miss,SEC,1569
2000,9,Oregon,Pac-10,1819
2000,9,Oregon State,Pac-10,1740
2000,9,Penn State,Big Ten,1677
2000,9,Pittsburgh,Big East,1608
2000,9,Purdue,Big Ten,1847
2000,9,Rice,Western Athletic,1376
2000,9,Rutgers,Big East,1096
2000,9,San Diego State,Mountain West,1445
2000,9,San José State,Western Athletic,1333
2000,9,SMU,Western Athletic,1155
2000,9,South Carolina,SEC,1629
2000,9,Southern Miss,Conference USA,1878
2000,9,South Florida,FBS Independents,1487
2000,9,Stanford,Pac-10,1430
2000,9,Syracuse,Big East,1708
2000,9,TCU,Western Athletic,1765
2000,9,Temple,Big East,1410
2000,9,Tennessee,SEC,1879
2000,9,Texas,Big 12,1819
2000,9,Texas A&M,Big 12,1787
2000,9,Texas Tech,Big 12,1474
2000,9,Toledo,Mid-American,1803
2000,9,Tulane,Conference USA,1279
2000,9,Tulsa,Western Athletic,1223
2000,9,UAB,Conference USA,1448
2000,9,UCF,FBS Independents,1506
2000,9,UCLA,Pac-10,1491
2000,9,UConn,FBS Independents,1283
2000,9,UL Monroe,FBS Independents,796
2000,9,UNLV,Mountain West,1482
2000,9,USC,Pac-10,1631
2000,9,Utah,Mountain West,1582
2000,9,Utah State,Big West,1263
2000,9,UTEP,Western Athletic,1520
2000,9,Vanderbilt,SEC,1364
2000,9,Virginia,ACC,1502
2000,9,Virginia Tech,Big East,2016
2000,9,Wake Forest,ACC,1229
2000,9,Washington,Pac-10,1668
2000,9,Washington State,Pac-10,1487
2000,9,Western Michigan,Mid-American,1672
2000,9,West Virginia,Big East,1513
2000,9,Wisconsin,Big Ten,1772
2000,9,Wyoming,Mountain West,1141
2000,10,Air Force,Mountain West,1525
2000,10,Akron,Mid-American,1403
2000,10,Alabama,SEC,1735
2000,10,Arizona,Pac-10,1681
2000,10,Arizona State,Pac-10,1586
2000,10,Arkansas,SEC,1607
2000,10,Arkansas State,Big West,1061
2000,10,Army,Conference USA,1219
2000,10,Auburn,SEC,1647
2000,10,Ball State,Mid-American,1112
2000,10,Baylor,Big 12,1120
2000,10,Boise State,Big West,1695
2000,10,Boston College,Big East,1721
2000,10,Bowling Green,Mid-American,1278
2000,10,Buffalo,Mid-American,751
2000,10,BYU,Mountain West,1499
2000,10,California,Pac-10,1475
2000,10,Central Michigan,Mid-American,980
2000,10,Cincinnati,Conference USA,1468
2000,10,Clemson,ACC,1854
2000,10,Colorado,Big 12,1648
2000,10,Colorado State,Mountain West,1654
2000,10,Duke,ACC,1093
2000,10,East Carolina,Conference USA,1654
2000,10,Eastern Michigan,Mid-American,1098
2000,10,Florida,SEC,1952
2000,10,Florida State,ACC,2243
2000,10,Fresno State,Western Athletic,1584
2000,10,Georgia,SEC,1763
2000,10,Georgia Tech,ACC,1786
2000,10,Hawai'i,Western Athletic,1228
2000,10,Houston,Conference USA,1358
2000,10,Idaho,Big West,1283
2000,10,Illinois,Big Ten,1673
2000,10,Indiana,Big Ten,1402
2000,10,Iowa,Big Ten,1302
2000,10,Iowa State,Big 12,1489
2000,10,Kansas,Big 12,1436
2000,10,Kansas State,Big 12,2035
2000,10,Kent State,Mid-American,993
2000,10,Kentucky,SEC,1413
2000,10,Louisiana,FBS Independents,876
2000,10,Louisiana Tech,FBS Independents,1286
2000,10,Louisville,Conference USA,1608
2000,10,LSU,SEC,1617
2000,10,Marshall,Mid-American,1553
2000,10,Maryland,ACC,1453
2000,10,Memphis,Conference USA,1501
2000,10,Miami,Big East,1959
2000,10,Miami (OH),Mid-American,1400
2000,10,Michigan,Big Ten,1970
2000,10,Michigan State,Big Ten,1628
2000,10,Middle Tennessee,FBS Independents,1218
2000,10,Minnesota,Big Ten,1749
2000,10,Mississippi State,SEC,1732
2000,10,Missouri,Big 12,1220
2000,10,Navy,FBS Independents,1207
2000,10,NC State,ACC,1554
2000,10,Nebraska,Big 12,2082
2000,10,Nevada,Western Athletic,1032
2000,10,New Mexico,Mountain West,1437
2000,10,New Mexico State,Big West,1298
2000,10,North Carolina,ACC,1440
2000,10,Northern Illinois,Mid-American,1525
2000,10,North Texas,Big West,976
2000,10,Northwestern,Big Ten,1593
2000,10,Notre Dame,FBS Independents,1705
2000,10,Ohio,Mid-American,1593
2000,10,Ohio State,Big Ten,1857
2000,10,Oklahoma,Big 12,2090
2000,10,Oklahoma State,Big 12,1409
2000,10,Ole Miss,SEC,1569
2000,10,Oregon,Pac-10,1809
2000,10,Oregon State,Pac-10,1787
2000,10,Penn State,Big Ten,1665
2000,10,Pittsburgh,Big East,1612
2000,10,Purdue,Big Ten,1850
2000,10,Rice,Western Athletic,1320
2000,10,Rutgers,Big East,1086
2000,10,San Diego State,Mountain West,1437
2000,10,San José State,Western Athletic,1343
2000,10,SMU,Western Athletic,1174
2000,10,South Carolina,SEC,1639
2000,10,Southern Miss,Conference USA,1853
2000,10,South Florida,FBS Independents,1487
2000,10,Stanford,Pac-10,1439
2000,10,Syracuse,Big East,1708
2000,10,TCU,Western Athletic,1821
2000,10,Temple,Big East,1410
2000,10,Tennessee,SEC,1869
2000,10,Texas,Big 12,1835
2000,10,Texas A&M,Big 12,1853
2000,10,Texas Tech,Big 12,1483
2000,10,Toledo,Mid-American,1796
2000,10,Tulane,Conference USA,1282
2000,10,Tulsa,Western Athletic,1205
2000,10,UAB,Conference USA,1467
2000,10,UCF,FBS Independents,1523
2000,10,UCLA,Pac-10,1509
2000,10,UConn,FBS Independents,1283
2000,10,UL Monroe,FBS Independents,796
2000,10,UNLV,Mountain West,1482
2000,10,USC,Pac-10,1585
2000,10,Utah,Mountain West,1563
2000,10,Utah State,Big West,1273
2000,10,UTEP,Western Athletic,1520
2000,10,Vanderbilt,SEC,1364
2000,10,Virginia,ACC,1518
2000,10,Virginia Tech,Big East,2012
2000,10,Wake Forest,ACC,1229
2000,10,Washington,Pac-10,1659
2000,10,Washington State,Pac-10,1440
2000,10,Western Michigan,Mid-American,1716
2000,10,West Virginia,Big East,1513
2000,10,Wisconsin,Big Ten,1750
2000,10,Wyoming,Mountain West,1145
2000,11,Air Force,Mountain West,1529
2000,11,Akron,Mid-American,1403
2000,11,Alabama,SEC,1733
2000,11,Arizona,Pac-10,1680
2000,11,Arizona State,Pac-10,1575
2000,11,Arkansas,SEC,1571
2000,11,Arkansas State,Big West,1055
2000,11,Army,Conference USA,1215
2000,11,Auburn,SEC,1647
2000,11,Ball State,Mid-American,1073
2000,11,Baylor,Big 12,1094
2000,11,Boise State,Big West,1701
2000,11,Boston College,Big East,1759
2000,11,Bowling Green,Mid-American,1285
2000,11,Buffalo,Mid-American,755
2000,11,BYU,Mountain West,1456
2000,11,California,Pac-10,1486
2000,11,Central Michigan,Mid-American,957
2000,11,Cincinnati,Conference USA,1490
2000,11,Clemson,ACC,1766
2000,11,Colorado,Big 12,1635
2000,11,Colorado State,Mountain West,1697
2000,11,Duke,ACC,1094
2000,11,East Carolina,Conference USA,1654
2000,11,Eastern Michigan,Mid-American,1121
2000,11,Florida,SEC,1951
2000,11,Florida State,ACC,2331
2000,11,Fresno State,Western Athletic,1592
2000,11,Georgia,SEC,1763
2000,11,Georgia Tech,ACC,1786
2000,11,Hawai'i,Western Athletic,1220
2000,11,Houston,Conference USA,1310
2000,11,Idaho,Big West,1270
2000,11,Illinois,Big Ten,1668
2000,11,Indiana,Big Ten,1407
2000,11,Iowa,Big Ten,1331
2000,11,Iowa State,Big 12,1424
2000,11,Kansas,Big 12,1403
2000,11,Kansas State,Big 12,2100
2000,11,Kent State,Mid-American,989
2000,11,Kentucky,SEC,1401
2000,11,Louisiana,FBS Independents,876
2000,11,Louisiana Tech,FBS Independents,1294
2000,11,Louisville,Conference USA,1692
2000,11,LSU,SEC,1619
2000,11,Marshall,Mid-American,1546
2000,11,Maryland,ACC,1468
2000,11,Memphis,Conference USA,1517
2000,11,Miami,Big East,2011
2000,11,Miami (OH),Mid-American,1404
2000,11,Michigan,Big Ten,1964
2000,11,Michigan State,Big Ten,1619
2000,11,Middle Tennessee,FBS Independents,1413
2000,11,Minnesota,Big Ten,1699
2000,11,Mississippi State,SEC,1744
2000,11,Missouri,Big 12,1233
2000,11,Navy,FBS Independents,1207
2000,11,NC State,ACC,1539
2000,11,Nebraska,Big 12,2115
2000,11,Nevada,Western Athletic,1024
2000,11,New Mexico,Mountain West,1436
2000,11,New Mexico State,Big West,1283
2000,11,North Carolina,ACC,1455
2000,11,Northern Illinois,Mid-American,1518
2000,11,North Texas,Big West,989
2000,11,Northwestern,Big Ten,1599
2000,11,Notre Dame,FBS Independents,1705
2000,11,Ohio,Mid-American,1589
2000,11,Ohio State,Big Ten,1866
2000,11,Oklahoma,Big 12,2116
2000,11,Oklahoma State,Big 12,1429
2000,11,Ole Miss,SEC,1605
2000,11,Oregon,Pac-10,1793
2000,11,Oregon State,Pac-10,1776
2000,11,Penn State,Big Ten,1636
2000,11,Pittsburgh,Big East,1597
2000,11,Purdue,Big Ten,1850
2000,11,Rice,Western Athletic,1379
2000,11,Rutgers,Big East,1086
2000,11,San Diego State,Mountain West,1438
2000,11,San José State,Western Athletic,1351
2000,11,SMU,Western Athletic,1115
2000,11,South Carolina,SEC,1639
2000,11,Southern Miss,Conference USA,1769
2000,11,South Florida,FBS Independents,1490
2000,11,Stanford,Pac-10,1439
2000,11,Syracuse,Big East,1702
2000,11,TCU,Western Athletic,1813
2000,11,Temple,Big East,1372
2000,11,Tennessee,SEC,1853
2000,11,Texas,Big 12,1831
2000,11,Texas A&M,Big 12,1833
2000,11,Texas Tech,Big 12,1487
2000,11,Toledo,Mid-American,1803
2000,11,Tulane,Conference USA,1330
2000,11,Tulsa,Western Athletic,1205
2000,11,UAB,Conference USA,1445
2000,11,UCF,FBS Independents,1515
2000,11,UCLA,Pac-10,1509
2000,11,UConn,FBS Independents,1088
2000,11,UL Monroe,FBS Independents,796
2000,11,UNLV,Mountain West,1438
2000,11,USC,Pac-10,1596
2000,11,Utah,Mountain West,1607
2000,11,Utah State,Big West,1288
2000,11,UTEP,Western Athletic,1528
2000,11,Vanderbilt,SEC,1365
2000,11,Virginia,ACC,1518
2000,11,Virginia Tech,Big East,1960
2000,11,Wake Forest,ACC,1228
2000,11,Washington,Pac-10,1660
2000,11,Washington State,Pac-10,1456
2000,11,Western Michigan,Mid-American,1755
2000,11,West Virginia,Big East,1519
2000,11,Wisconsin,Big Ten,1800
2000,11,Wyoming,Mountain West,1145
2000,12,Air Force,Mountain West,1537
2000,12,Akron,Mid-American,1425
2000,12,Alabama,SEC,1681
2000,12,Arizona,Pac-10,1628
2000,12,Arizona State,Pac-10,1506
2000,12,Arkansas,SEC,1483
2000,12,Arkansas State,Big West,1111
2000,12,Army,Conference USA,1211
2000,12,Auburn,SEC,1650
2000,12,Ball State,Mid-American,1076
2000,12,Baylor,Big 12,1044
2000,12,Boise State,Big West,1728
2000,12,Boston College,Big East,1732
2000,12,Bowling Green,Mid-American,1298
2000,12,Buffalo,Mid-American,733
2000,12,BYU,Mountain West,1456
2000,12,California,Pac-10,1492
2000,12,Central Michigan,Mid-American,990
2000,12,Cincinnati,Conference USA,1496
2000,12,Clemson,ACC,1766
2000,12,Colorado,Big 12,1601
2000,12,Colorado State,Mountain West,1689
2000,12,Duke,ACC,1103
2000,12,East Carolina,Conference USA,1731
2000,12,Eastern Michigan,Mid-American,1156
2000,12,Florida,SEC,1967
2000,12,Florida State,ACC,2298
2000,12,Fresno State,Western Athletic,1575
2000,12,Georgia,SEC,1760
2000,12,Georgia Tech,ACC,1850
2000,12,Hawai'i,Western Athletic,1247
2000,12,Houston,Conference USA,1233
2000,12,Idaho,Big West,1271
2000,12,Illinois,Big Ten,1675
2000,12,Indiana,Big Ten,1395
2000,12,Iowa,Big Ten,1369
2000,12,Iowa State,Big 12,1458
2000,12,Kansas,Big 12,1356
2000,12,Kansas State,Big 12,2101
2000,12,Kent State,Mid-American,989
2000,12,Kentucky,SEC,1392
2000,12,Louisiana,FBS Independents,876
2000,12,Louisiana Tech,FBS Independents,1301
2000,12,Louisville,Conference USA,1696
2000,12,LSU,SEC,1641
2000,12,Marshall,Mid-American,1578
2000,12,Maryland,ACC,1467
2000,12,Memphis,Conference USA,1511
2000,12,Miami,Big East,2038
2000,12,Miami (OH),Mid-American,1372
2000,12,Michigan,Big Ten,1984
2000,12,Michigan State,Big Ten,1691
2000,12,Middle Tennessee,FBS Independents,1526
2000,12,Minnesota,Big Ten,1699
2000,12,Mississippi State,SEC,1796
2000,12,Missouri,Big 12,1283
2000,12,Navy,FBS Independents,1194
2000,12,NC State,ACC,1530
2000,12,Nebraska,Big 12,2114
2000,12,Nevada,Western Athletic,997
2000,12,New Mexico,Mountain West,1433
2000,12,New Mexico State,Big West,1282
2000,12,North Carolina,ACC,1456
2000,12,Northern Illinois,Mid-American,1483
2000,12,North Texas,Big West,933
2000,12,Northwestern,Big Ten,1561
2000,12,Notre Dame,FBS Independents,1732
2000,12,Ohio,Mid-American,1576
2000,12,Ohio State,Big Ten,1859
2000,12,Oklahoma,Big 12,2105
2000,12,Oklahoma State,Big 12,1252
2000,12,Ole Miss,SEC,1583
2000,12,Oregon,Pac-10,1787
2000,12,Oregon State,Pac-10,1828
2000,12,Penn State,Big Ten,1616
2000,12,Pittsburgh,Big East,1570
2000,12,Purdue,Big Ten,1778
2000,12,Rice,Western Athletic,1356
2000,12,Rutgers,Big East,1104
2000,12,San Diego State,Mountain West,1438
2000,12,San José State,Western Athletic,1351
2000,12,SMU,Western Athletic,1121
2000,12,South Carolina,SEC,1623
2000,12,Southern Miss,Conference USA,1755
2000,12,South Florida,FBS Independents,1377
2000,12,Stanford,Pac-10,1508
2000,12,Syracuse,Big East,1715
2000,12,TCU,Western Athletic,1830
2000,12,Temple,Big East,1359
2000,12,Tennessee,SEC,1941
2000,12,Texas,Big 12,1878
2000,12,Texas A&M,Big 12,1844
2000,12,Texas Tech,Big 12,1664
2000,12,Toledo,Mid-American,1800
2000,12,Tulane,Conference USA,1343
2000,12,Tulsa,Western Athletic,1199
2000,12,UAB,Conference USA,1459
2000,12,UCF,FBS Independents,1503
2000,12,UCLA,Pac-10,1508
2000,12,UConn,FBS Independents,1088
2000,12,UL Monroe,FBS Independents,789
2000,12,UNLV,Mountain West,1441
2000,12,USC,Pac-10,1574
2000,12,Utah,Mountain West,1647
2000,12,Utah State,Big West,1261
2000,12,UTEP,Western Athletic,1551
2000,12,Vanderbilt,SEC,1374
2000,12,Virginia,ACC,1454
2000,12,Virginia Tech,Big East,1972
2000,12,Wake Forest,ACC,1261
2000,12,Washington,Pac-10,1661
2000,12,Washington State,Pac-10,1478
2000,12,Western Michigan,Mid-American,1722
2000,12,West Virginia,Big East,1501
2000,12,Wisconsin,Big Ten,1812
2000,12,Wyoming,Mountain West,1105
2000,13,Air Force,Mountain West,1577
2000,13,Akron,Mid-American,1451
2000,13,Alabama,SEC,1660
2000,13,Arizona,Pac-10,1628
2000,13,Arizona State,Pac-10,1506
2000,13,Arkansas,SEC,1523
2000,13,Arkansas State,Big West,1111
2000,13,Army,Conference USA,1187
2000,13,Auburn,SEC,1671
2000,13,Ball State,Mid-American,1154
2000,13,Baylor,Big 12,995
2000,13,Boise State,Big West,1791
2000,13,Boston College,Big East,1732
2000,13,Bowling Green,Mid-American,1298
2000,13,Buffalo,Mid-American,758
2000,13,BYU,Mountain West,1513
2000,13,California,Pac-10,1482
2000,13,Central Michigan,Mid-American,955
2000,13,Cincinnati,Conference USA,1501
2000,13,Clemson,ACC,1765
2000,13,Colorado,Big 12,1601
2000,13,Colorado State,Mountain West,1690
2000,13,Duke,ACC,1038
2000,13,East Carolina,Conference USA,1666
2000,13,Eastern Michigan,Mid-American,1144
2000,13,Florida,SEC,1945
2000,13,Florida State,ACC,2320
2000,13,Fresno State,Western Athletic,1561
2000,13,Georgia,SEC,1783
2000,13,Georgia Tech,ACC,1845
2000,13,Hawai'i,Western Athletic,1290
2000,13,Houston,Conference USA,1232
2000,13,Idaho,Big West,1208
2000,13,Illinois,Big Ten,1549
2000,13,Indiana,Big Ten,1365
2000,13,Iowa,Big Ten,1372
2000,13,Iowa State,Big 12,1497
2000,13,Kansas,Big 12,1317
2000,13,Kansas State,Big 12,2063
2000,13,Kent State,Mid-American,963
2000,13,Kentucky,SEC,1349
2000,13,Louisiana,FBS Independents,882
2000,13,Louisiana Tech,FBS Independents,1258
2000,13,Louisville,Conference USA,1697
2000,13,LSU,SEC,1641
2000,13,Marshall,Mid-American,1561
2000,13,Maryland,ACC,1472
2000,13,Memphis,Conference USA,1435
2000,13,Miami,Big East,2071
2000,13,Miami (OH),Mid-American,1347
2000,13,Michigan,Big Ten,1999
2000,13,Michigan State,Big Ten,1640
2000,13,Middle Tennessee,FBS Independents,1520
2000,13,Minnesota,Big Ten,1696
2000,13,Mississippi State,SEC,1756
2000,13,Missouri,Big 12,1321
2000,13,Navy,FBS Independents,1142
2000,13,NC State,ACC,1516
2000,13,Nebraska,Big 12,2114
2000,13,Nevada,Western Athletic,1024
2000,13,New Mexico,Mountain West,1376
2000,13,New Mexico State,Big West,1251
2000,13,North Carolina,ACC,1521
2000,13,Northern Illinois,Mid-American,1518
2000,13,North Texas,Big West,964
2000,13,Northwestern,Big Ten,1687
2000,13,Notre Dame,FBS Independents,1739
2000,13,Ohio,Mid-American,1593
2000,13,Ohio State,Big Ten,1844
2000,13,Oklahoma,Big 12,2098
2000,13,Oklahoma State,Big 12,1301
2000,13,Ole Miss,SEC,1560
2000,13,Oregon,Pac-10,1773
2000,13,Oregon State,Pac-10,1842
2000,13,Penn State,Big Ten,1667
2000,13,Pittsburgh,Big East,1567
2000,13,Purdue,Big Ten,1808
2000,13,Rice,Western Athletic,1329
2000,13,Rutgers,Big East,1097
2000,13,San Diego State,Mountain West,1398
2000,13,San José State,Western Athletic,1319
2000,13,SMU,Western Athletic,1135
2000,13,South Carolina,SEC,1624
2000,13,Southern Miss,Conference USA,1750
2000,13,South Florida,FBS Independents,1377
2000,13,Stanford,Pac-10,1518
2000,13,Syracuse,Big East,1682
