year,week,team,conference,elo
2013,5,Clemson,ACC,1838
2013,5,Colorado,Pac-12,1165
2013,5,Colorado State,Mountain West,1330
2013,5,Duke,ACC,1387
2013,5,East Carolina,Conference USA,1551
2013,5,Eastern Michigan,Mid-American,1118
2013,5,Florida,SEC,1760
2013,5,Florida Atlantic,Conference USA,1277
2013,5,Florida International,Conference USA,1068
2013,5,Florida State,ACC,1956
2013,5,Fresno State,Mountain West,1567
2013,5,Georgia,SEC,1866
2013,5,Georgia State,Sun Belt,1259
2013,5,Georgia Tech,ACC,1639
2013,5,Hawai'i,Mountain West,1256
2013,5,Houston,American Athletic,1523
2013,5,Idaho,FBS Independents,948
2013,5,Illinois,Big Ten,1480
2013,5,Indiana,Big Ten,1435
2013,5,Iowa,Big Ten,1697
2013,5,Iowa State,Big 12,1548
2013,5,James Madison,CAA,1421
2013,5,Kansas,Big 12,1216
2013,5,Kansas State,Big 12,1744
2013,5,Kent State,Mid-American,1414
2013,5,Kentucky,SEC,1353
2013,5,Liberty,Big South,1461
2013,5,Louisiana,Sun Belt,1426
2013,5,Louisiana Tech,Conference USA,1399
2013,5,Louisville,American Athletic,1864
2013,5,LSU,SEC,1902
2013,5,Marshall,Conference USA,1474
2013,5,Maryland,ACC,1716
2013,5,Massachusetts,Mid-American,1063
2013,5,Memphis,American Athletic,1365
2013,5,Miami,ACC,1677
2013,5,Miami (OH),Mid-American,1048
2013,5,Michigan,Big Ten,1824
2013,5,Michigan State,Big Ten,1658
2013,5,Middle Tennessee,Conference USA,1286
2013,5,Minnesota,Big Ten,1501
2013,5,Mississippi State,SEC,1715
2013,5,Missouri,SEC,1629
2013,5,Navy,FBS Independents,1389
2013,5,NC State,ACC,1635
2013,5,Nebraska,Big Ten,1643
2013,5,Nevada,Mountain West,1387
2013,5,New Mexico,Mountain West,1191
2013,5,New Mexico State,FBS Independents,960
2013,5,North Carolina,ACC,1536
2013,5,Northern Illinois,Mid-American,1704
2013,5,North Texas,Conference USA,1392
2013,5,Northwestern,Big Ten,1705
2013,5,Notre Dame,FBS Independents,1744
2013,5,Ohio,Mid-American,1379
2013,5,Ohio State,Big Ten,1838
2013,5,Oklahoma,Big 12,1880
2013,5,Oklahoma State,Big 12,1830
2013,5,Ole Miss,SEC,1638
2013,5,Oregon,Pac-12,2123
2013,5,Oregon State,Pac-12,1677
2013,5,Penn State,Big Ten,1783
2013,5,Pittsburgh,ACC,1555
2013,5,Purdue,Big Ten,1286
2013,5,Rice,Conference USA,1462
2013,5,Rutgers,American Athletic,1574
2013,5,San Diego State,Mountain West,1487
2013,5,San José State,Mountain West,1428
2013,5,SMU,American Athletic,1428
2013,5,South Alabama,Sun Belt,1303
2013,5,South Carolina,SEC,1780
2013,5,Southern Miss,Conference USA,1075
2013,5,South Florida,American Athletic,1308
2013,5,Stanford,Pac-12,1894
2013,5,Syracuse,ACC,1622
2013,5,TCU,Big 12,1694
2013,5,Temple,American Athletic,1401
2013,5,Tennessee,SEC,1510
2013,5,Texas,Big 12,1621
2013,5,Texas A&M,SEC,1938
2013,5,Texas State,Sun Belt,1396
2013,5,Texas Tech,Big 12,1641
2013,5,Toledo,Mid-American,1463
2013,5,Troy,Sun Belt,1258
2013,5,Tulane,Conference USA,1193
2013,5,Tulsa,Conference USA,1449
2013,5,UAB,Conference USA,1145
2013,5,UCF,American Athletic,1743
2013,5,UCLA,Pac-12,1801
2013,5,UConn,American Athletic,1356
2013,5,UL Monroe,Sun Belt,1192
2013,5,UNLV,Mountain West,1144
2013,5,USC,Pac-12,1653
2013,5,Utah,Pac-12,1550
2013,5,Utah State,Mountain West,1764
2013,5,UTEP,Conference USA,1263
2013,5,UTSA,Conference USA,1291
2013,5,Vanderbilt,SEC,1645
2013,5,Virginia,ACC,1340
2013,5,Virginia Tech,ACC,1586
2013,5,Wake Forest,ACC,1222
2013,5,Washington,Pac-12,1673
2013,5,Washington State,Pac-12,1361
2013,5,Western Kentucky,Sun Belt,1385
2013,5,Western Michigan,Mid-American,1207
2013,5,West Virginia,Big 12,1560
2013,5,Wisconsin,Big Ten,1887
2013,5,Wyoming,Mountain West,1441
2013,6,Air Force,Mountain West,1214
2013,6,Akron,Mid-American,1054
2013,6,Alabama,SEC,2070
2013,6,Arizona,Pac-12,1578
2013,6,Arizona State,Pac-12,1719
2013,6,Arkansas,SEC,1565
2013,6,Arkansas State,Sun Belt,1394
2013,6,Army,FBS Independents,1269
2013,6,Auburn,SEC,1534
2013,6,Ball State,Mid-American,1565
2013,6,Baylor,Big 12,1992
2013,6,Boise State,Mountain West,1738
2013,6,Boston College,ACC,1424
2013,6,Bowling Green,Mid-American,1487
2013,6,Buffalo,Mid-American,1342
2013,6,BYU,FBS Independents,1760
2013,6,California,Pac-12,1297
2013,6,Central Michigan,Mid-American,1161
2013,6,Cincinnati,American Athletic,1557
2013,6,Clemson,ACC,1911
2013,6,Colorado,Pac-12,1158
2013,6,Colorado State,Mountain West,1330
2013,6,Duke,ACC,1387
2013,6,East Carolina,Conference USA,1545
2013,6,Eastern Michigan,Mid-American,1065
2013,6,Florida,SEC,1790
2013,6,Florida Atlantic,Conference USA,1296
2013,6,Florida International,Conference USA,1070
2013,6,Florida State,ACC,2122
2013,6,Fresno State,Mountain West,1627
2013,6,Georgia,SEC,1851
2013,6,Georgia State,Sun Belt,1233
2013,6,Georgia Tech,ACC,1611
2013,6,Hawai'i,Mountain West,1250
2013,6,Houston,American Athletic,1523
2013,6,Idaho,FBS Independents,888
2013,6,Illinois,Big Ten,1450
2013,6,Indiana,Big Ten,1522
2013,6,Iowa,Big Ten,1667
2013,6,Iowa State,Big 12,1550
2013,6,James Madison,CAA,1421
2013,6,Kansas,Big 12,1159
2013,6,Kansas State,Big 12,1744
2013,6,Kent State,Mid-American,1409
2013,6,Kentucky,SEC,1365
2013,6,Liberty,Big South,1455
2013,6,Louisiana,Sun Belt,1482
2013,6,Louisiana Tech,Conference USA,1395
2013,6,Louisville,American Athletic,1875
2013,6,LSU,SEC,1972
2013,6,Marshall,Conference USA,1514
2013,6,Maryland,ACC,1550
2013,6,Massachusetts,Mid-American,1053
2013,6,Memphis,American Athletic,1379
2013,6,Miami,ACC,1705
2013,6,Miami (OH),Mid-American,1031
2013,6,Michigan,Big Ten,1863
2013,6,Michigan State,Big Ten,1688
2013,6,Middle Tennessee,Conference USA,1292
2013,6,Minnesota,Big Ten,1462
2013,6,Mississippi State,SEC,1645
2013,6,Missouri,SEC,1691
2013,6,Navy,FBS Independents,1415
2013,6,NC State,ACC,1562
2013,6,Nebraska,Big Ten,1673
2013,6,Nevada,Mountain West,1383
2013,6,New Mexico,Mountain West,1307
2013,6,New Mexico State,FBS Independents,844
2013,6,North Carolina,ACC,1522
2013,6,Northern Illinois,Mid-American,1709
2013,6,North Texas,Conference USA,1388
2013,6,Northwestern,Big Ten,1696
2013,6,Notre Dame,FBS Independents,1749
2013,6,Ohio,Mid-American,1466
2013,6,Ohio State,Big Ten,1847
2013,6,Oklahoma,Big 12,1879
2013,6,Oklahoma State,Big 12,1830
2013,6,Ole Miss,SEC,1618
2013,6,Oregon,Pac-12,2130
2013,6,Oregon State,Pac-12,1677
2013,6,Penn State,Big Ten,1696
2013,6,Pittsburgh,ACC,1555
2013,6,Purdue,Big Ten,1286
2013,6,Rice,Conference USA,1466
2013,6,Rutgers,American Athletic,1570
2013,6,San Diego State,Mountain West,1491
2013,6,San José State,Mountain West,1434
2013,6,SMU,American Athletic,1432
2013,6,South Alabama,Sun Belt,1301
2013,6,South Carolina,SEC,1768
2013,6,Southern Miss,Conference USA,1073
2013,6,South Florida,American Athletic,1330
2013,6,Stanford,Pac-12,1892
2013,6,Syracuse,ACC,1549
2013,6,TCU,Big 12,1695
2013,6,Temple,American Athletic,1390
2013,6,Tennessee,SEC,1525
2013,6,Texas,Big 12,1619
2013,6,Texas A&M,SEC,1938
2013,6,Texas State,Sun Belt,1340
2013,6,Texas Tech,Big 12,1698
2013,6,Toledo,Mid-American,1504
2013,6,Troy,Sun Belt,1260
2013,6,Tulane,Conference USA,1197
2013,6,Tulsa,Conference USA,1445
2013,6,UAB,Conference USA,1126
2013,6,UCF,American Athletic,1729
2013,6,UCLA,Pac-12,1796
2013,6,UConn,American Athletic,1356
2013,6,UL Monroe,Sun Belt,1160
2013,6,UNLV,Mountain West,1144
2013,6,USC,Pac-12,1653
2013,6,Utah,Pac-12,1555
2013,6,Utah State,Mountain West,1717
2013,6,UTEP,Conference USA,1267
2013,6,UTSA,Conference USA,1251
2013,6,Vanderbilt,SEC,1583
2013,6,Virginia,ACC,1307
2013,6,Virginia Tech,ACC,1600
2013,6,Wake Forest,ACC,1295
2013,6,Washington,Pac-12,1675
2013,6,Washington State,Pac-12,1417
2013,6,Western Kentucky,Sun Belt,1417
2013,6,Western Michigan,Mid-American,1166
2013,6,West Virginia,Big 12,1522
2013,6,Wisconsin,Big Ten,1887
2013,6,Wyoming,Mountain West,1441
2013,7,Air Force,Mountain West,1221
2013,7,Akron,Mid-American,1077
2013,7,Alabama,SEC,2103
2013,7,Arizona,Pac-12,1573
2013,7,Arizona State,Pac-12,1767
2013,7,Arkansas,SEC,1456
2013,7,Arkansas State,Sun Belt,1402
2013,7,Army,FBS Independents,1309
2013,7,Auburn,SEC,1534
2013,7,Ball State,Mid-American,1564
2013,7,Baylor,Big 12,1992
2013,7,Boise State,Mountain West,1760
2013,7,Boston College,ACC,1438
2013,7,Bowling Green,Mid-American,1491
2013,7,Buffalo,Mid-American,1414
2013,7,BYU,FBS Independents,1786
2013,7,California,Pac-12,1281
2013,7,Central Michigan,Mid-American,1186
2013,7,Cincinnati,American Athletic,1581
2013,7,Clemson,ACC,1897
2013,7,Colorado,Pac-12,1110
2013,7,Colorado State,Mountain West,1325
2013,7,Duke,ACC,1464
2013,7,East Carolina,Conference USA,1539
2013,7,Eastern Michigan,Mid-American,1025
2013,7,Florida,SEC,1784
2013,7,Florida Atlantic,Conference USA,1305
2013,7,Florida International,Conference USA,1069
2013,7,Florida State,ACC,2122
2013,7,Fresno State,Mountain West,1627
2013,7,Georgia,SEC,1799
2013,7,Georgia State,Sun Belt,1222
2013,7,Georgia Tech,ACC,1585
2013,7,Hawai'i,Mountain West,1248
2013,7,Houston,American Athletic,1530
2013,7,Idaho,FBS Independents,880
2013,7,Illinois,Big Ten,1450
2013,7,Indiana,Big Ten,1508
2013,7,Iowa,Big Ten,1667
2013,7,Iowa State,Big 12,1549
2013,7,James Madison,CAA,1421
2013,7,Kansas,Big 12,1176
2013,7,Kansas State,Big 12,1744
2013,7,Kent State,Mid-American,1410
2013,7,Kentucky,SEC,1332
2013,7,Liberty,Big South,1455
2013,7,Louisiana,Sun Belt,1482
2013,7,Louisiana Tech,Conference USA,1395
2013,7,Louisville,American Athletic,1878
2013,7,LSU,SEC,1978
2013,7,Marshall,Conference USA,1505
2013,7,Maryland,ACC,1543
2013,7,Massachusetts,Mid-American,1061
2013,7,Memphis,American Athletic,1372
2013,7,Miami,ACC,1705
2013,7,Miami (OH),Mid-American,1023
2013,7,Michigan,Big Ten,1860
2013,7,Michigan State,Big Ten,1702
2013,7,Middle Tennessee,Conference USA,1233
2013,7,Minnesota,Big Ten,1462
2013,7,Mississippi State,SEC,1641
2013,7,Missouri,SEC,1743
2013,7,Navy,FBS Independents,1338
2013,7,NC State,ACC,1529
2013,7,Nebraska,Big Ten,1731
2013,7,Nevada,Mountain West,1383
2013,7,New Mexico,Mountain West,1305
2013,7,New Mexico State,FBS Independents,844
2013,7,North Carolina,ACC,1522
2013,7,Northern Illinois,Mid-American,1686
2013,7,North Texas,Conference USA,1447
2013,7,Northwestern,Big Ten,1642
2013,7,Notre Dame,FBS Independents,1749
2013,7,Ohio,Mid-American,1441
2013,7,Ohio State,Big Ten,1847
2013,7,Oklahoma,Big 12,1809
2013,7,Oklahoma State,Big 12,1830
2013,7,Ole Miss,SEC,1632
2013,7,Oregon,Pac-12,2136
2013,7,Oregon State,Pac-12,1723
2013,7,Penn State,Big Ten,1699
2013,7,Pittsburgh,ACC,1541
2013,7,Purdue,Big Ten,1228
2013,7,Rice,Conference USA,1462
2013,7,Rutgers,American Athletic,1567
2013,7,San Diego State,Mountain West,1484
2013,7,San José State,Mountain West,1439
2013,7,SMU,American Athletic,1432
2013,7,South Alabama,Sun Belt,1301
2013,7,South Carolina,SEC,1877
2013,7,Southern Miss,Conference USA,1073
2013,7,South Florida,American Athletic,1336
2013,7,Stanford,Pac-12,1866
2013,7,Syracuse,ACC,1582
2013,7,TCU,Big 12,1678
2013,7,Temple,American Athletic,1366
2013,7,Tennessee,SEC,1525
2013,7,Texas,Big 12,1689
2013,7,Texas A&M,SEC,1924
2013,7,Texas State,Sun Belt,1312
2013,7,Texas Tech,Big 12,1699
2013,7,Toledo,Mid-American,1504
2013,7,Troy,Sun Belt,1271
2013,7,Tulane,Conference USA,1203
2013,7,Tulsa,Conference USA,1460
2013,7,UAB,Conference USA,1127
2013,7,UCF,American Athletic,1729
2013,7,UCLA,Pac-12,1812
2013,7,UConn,American Athletic,1350
2013,7,UL Monroe,Sun Belt,1188
2013,7,UNLV,Mountain West,1146
2013,7,USC,Pac-12,1658
2013,7,Utah,Pac-12,1581
2013,7,Utah State,Mountain West,1695
2013,7,UTEP,Conference USA,1252
2013,7,UTSA,Conference USA,1255
2013,7,Vanderbilt,SEC,1583
2013,7,Virginia,ACC,1314
2013,7,Virginia Tech,ACC,1614
2013,7,Wake Forest,ACC,1295
2013,7,Washington,Pac-12,1669
2013,7,Washington State,Pac-12,1371
2013,7,Western Kentucky,Sun Belt,1417
2013,7,Western Michigan,Mid-American,1094
2013,7,West Virginia,Big 12,1522
2013,7,Wisconsin,Big Ten,1941
2013,7,Wyoming,Mountain West,1443
2013,8,Air Force,Mountain West,1221
2013,8,Akron,Mid-American,1086
2013,8,Alabama,SEC,2174
2013,8,Arizona,Pac-12,1593
2013,8,Arizona State,Pac-12,1832
2013,8,Arkansas,SEC,1385
2013,8,Arkansas State,Sun Belt,1402
2013,8,Army,FBS Independents,1271
2013,8,Auburn,SEC,1569
2013,8,Ball State,Mid-American,1569
2013,8,Baylor,Big 12,2130
2013,8,Boise State,Mountain West,1764
2013,8,Boston College,ACC,1438
2013,8,Bowling Green,Mid-American,1491
2013,8,Buffalo,Mid-American,1450
2013,8,BYU,FBS Independents,1776
2013,8,California,Pac-12,1244
2013,8,Central Michigan,Mid-American,1184
2013,8,Cincinnati,American Athletic,1619
2013,8,Clemson,ACC,1819
2013,8,Colorado,Pac-12,1110
2013,8,Colorado State,Mountain West,1426
2013,8,Duke,ACC,1479
2013,8,East Carolina,Conference USA,1598
2013,8,Eastern Michigan,Mid-American,997
2013,8,Florida,SEC,1736
2013,8,Florida Atlantic,Conference USA,1305
2013,8,Florida International,Conference USA,1069
2013,8,Florida State,ACC,2200
2013,8,Fresno State,Mountain West,1638
2013,8,Georgia,SEC,1789
2013,8,Georgia State,Sun Belt,1217
2013,8,Georgia Tech,ACC,1764
2013,8,Hawai'i,Mountain West,1248
2013,8,Houston,American Athletic,1540
2013,8,Idaho,FBS Independents,880
2013,8,Illinois,Big Ten,1440
2013,8,Indiana,Big Ten,1504
2013,8,Iowa,Big Ten,1662
2013,8,Iowa State,Big 12,1411
2013,8,James Madison,CAA,1421
2013,8,Kansas,Big 12,1197
2013,8,Kansas State,Big 12,1744
2013,8,Kent State,Mid-American,1362
2013,8,Kentucky,SEC,1332
2013,8,Liberty,Big South,1455
2013,8,Louisiana,Sun Belt,1516
2013,8,Louisiana Tech,Conference USA,1365
2013,8,Louisville,American Athletic,1864
2013,8,LSU,SEC,1972
2013,8,Marshall,Conference USA,1505
2013,8,Maryland,ACC,1453
2013,8,Massachusetts,Mid-American,1025
2013,8,Memphis,American Athletic,1368
2013,8,Miami,ACC,1700
2013,8,Miami (OH),Mid-American,1014
2013,8,Michigan,Big Ten,1864
2013,8,Michigan State,Big Ten,1693
2013,8,Middle Tennessee,Conference USA,1233
2013,8,Minnesota,Big Ten,1478
2013,8,Mississippi State,SEC,1641
2013,8,Missouri,SEC,1791
2013,8,Navy,FBS Independents,1342
2013,8,NC State,ACC,1529
2013,8,Nebraska,Big Ten,1731
2013,8,Nevada,Mountain West,1379
2013,8,New Mexico,Mountain West,1253
2013,8,New Mexico State,FBS Independents,841
2013,8,North Carolina,ACC,1527
2013,8,Northern Illinois,Mid-American,1688
2013,8,North Texas,Conference USA,1477
2013,8,Northwestern,Big Ten,1626
2013,8,Notre Dame,FBS Independents,1749
2013,8,Ohio,Mid-American,1469
2013,8,Ohio State,Big Ten,1852
2013,8,Oklahoma,Big 12,1788
2013,8,Oklahoma State,Big 12,1845
2013,8,Ole Miss,SEC,1638
2013,8,Oregon,Pac-12,2122
2013,8,Oregon State,Pac-12,1760
2013,8,Penn State,Big Ten,1699
2013,8,Pittsburgh,ACC,1548
2013,8,Purdue,Big Ten,1237
2013,8,Rice,Conference USA,1465
2013,8,Rutgers,American Athletic,1567
2013,8,San Diego State,Mountain West,1484
2013,8,San José State,Mountain West,1439
2013,8,SMU,American Athletic,1436
2013,8,South Alabama,Sun Belt,1349
2013,8,South Carolina,SEC,1872
2013,8,Southern Miss,Conference USA,1014
2013,8,South Florida,American Athletic,1336
2013,8,Stanford,Pac-12,1890
2013,8,Syracuse,ACC,1403
2013,8,TCU,Big 12,1663
2013,8,Temple,American Athletic,1404
2013,8,Tennessee,SEC,1530
2013,8,Texas,Big 12,1689
2013,8,Texas A&M,SEC,1889
2013,8,Texas State,Sun Belt,1317
2013,8,Texas Tech,Big 12,1705
2013,8,Toledo,Mid-American,1500
2013,8,Troy,Sun Belt,1271
2013,8,Tulane,Conference USA,1203
2013,8,Tulsa,Conference USA,1460
2013,8,UAB,Conference USA,1127
2013,8,UCF,American Athletic,1743
2013,8,UCLA,Pac-12,1788
2013,8,UConn,American Athletic,1312
2013,8,UL Monroe,Sun Belt,1188
2013,8,UNLV,Mountain West,1135
2013,8,USC,Pac-12,1658
2013,8,Utah,Pac-12,1561
2013,8,Utah State,Mountain West,1747
2013,8,UTEP,Conference USA,1252
2013,8,UTSA,Conference USA,1255
2013,8,Vanderbilt,SEC,1593
2013,8,Virginia,ACC,1299
2013,8,Virginia Tech,ACC,1614
2013,8,Wake Forest,ACC,1385
2013,8,Washington,Pac-12,1604
2013,8,Washington State,Pac-12,1385
2013,8,Western Kentucky,Sun Belt,1383
2013,8,Western Michigan,Mid-American,1089
2013,8,West Virginia,Big 12,1516
2013,8,Wisconsin,Big Ten,1951
2013,8,Wyoming,Mountain West,1342
2013,9,Air Force,Mountain West,1185
2013,9,Akron,Mid-American,1089
2013,9,Alabama,SEC,2196
2013,9,Arizona,Pac-12,1604
2013,9,Arizona State,Pac-12,1832
2013,9,Arkansas,SEC,1385
2013,9,Arkansas State,Sun Belt,1376
2013,9,Army,FBS Independents,1271
2013,9,Auburn,SEC,1633
2013,9,Ball State,Mid-American,1566
2013,9,Baylor,Big 12,2149
2013,9,Boise State,Mountain West,1728
2013,9,Boston College,ACC,1388
2013,9,Bowling Green,Mid-American,1487
2013,9,Buffalo,Mid-American,1491
2013,9,BYU,FBS Independents,1812
2013,9,California,Pac-12,1222
2013,9,Central Michigan,Mid-American,1184
2013,9,Cincinnati,American Athletic,1619
2013,9,Clemson,ACC,1816
2013,9,Colorado,Pac-12,1099
2013,9,Colorado State,Mountain West,1426
2013,9,Duke,ACC,1492
2013,9,East Carolina,Conference USA,1598
2013,9,Eastern Michigan,Mid-American,969
2013,9,Florida,SEC,1736
2013,9,Florida Atlantic,Conference USA,1241
2013,9,Florida International,Conference USA,1060
2013,9,Florida State,ACC,2212
2013,9,Fresno State,Mountain West,1640
2013,9,Georgia,SEC,1789
2013,9,Georgia State,Sun Belt,1140
2013,9,Georgia Tech,ACC,1748
2013,9,Hawai'i,Mountain West,1248
2013,9,Houston,American Athletic,1646
2013,9,Idaho,FBS Independents,843
2013,9,Illinois,Big Ten,1359
2013,9,Indiana,Big Ten,1504
2013,9,Iowa,Big Ten,1670
2013,9,Iowa State,Big 12,1376
2013,9,James Madison,CAA,1421
2013,9,Kansas,Big 12,1178
2013,9,Kansas State,Big 12,1776
2013,9,Kent State,Mid-American,1321
2013,9,Kentucky,SEC,1339
2013,9,Liberty,Big South,1455
2013,9,Louisiana,Sun Belt,1542
2013,9,Louisiana Tech,Conference USA,1374
2013,9,Louisville,American Athletic,1889
2013,9,LSU,SEC,1972
2013,9,Marshall,Conference USA,1501
2013,9,Maryland,ACC,1456
2013,9,Massachusetts,Mid-American,1027
2013,9,Memphis,American Athletic,1368
2013,9,Miami,ACC,1697
2013,9,Miami (OH),Mid-American,999
2013,9,Michigan,Big Ten,1864
2013,9,Michigan State,Big Ten,1774
2013,9,Middle Tennessee,Conference USA,1237
2013,9,Minnesota,Big Ten,1519
2013,9,Mississippi State,SEC,1634
2013,9,Missouri,SEC,1791
2013,9,Navy,FBS Independents,1346
2013,9,NC State,ACC,1517
2013,9,Nebraska,Big Ten,1690
2013,9,Nevada,Mountain West,1352
2013,9,New Mexico,Mountain West,1253
2013,9,New Mexico State,FBS Independents,841
2013,9,North Carolina,ACC,1577
2013,9,Northern Illinois,Mid-American,1716
2013,9,North Texas,Conference USA,1538
2013,9,Northwestern,Big Ten,1618
2013,9,Notre Dame,FBS Independents,1785
2013,9,Ohio,Mid-American,1484
2013,9,Ohio State,Big Ten,1980
2013,9,Oklahoma,Big 12,1795
2013,9,Oklahoma State,Big 12,1880
2013,9,Ole Miss,SEC,1675
2013,9,Oregon,Pac-12,2157
2013,9,Oregon State,Pac-12,1755
2013,9,Penn State,Big Ten,1571
2013,9,Pittsburgh,ACC,1544
2013,9,Purdue,Big Ten,1237
2013,9,Rice,Conference USA,1546
2013,9,Rutgers,American Athletic,1461
2013,9,San Diego State,Mountain West,1482
2013,9,San José State,Mountain West,1443
2013,9,SMU,American Athletic,1451
2013,9,South Alabama,Sun Belt,1348
2013,9,South Carolina,SEC,1872
2013,9,Southern Miss,Conference USA,953
2013,9,South Florida,American Athletic,1311
2013,9,Stanford,Pac-12,1895
2013,9,Syracuse,ACC,1403
2013,9,TCU,Big 12,1606
2013,9,Temple,American Athletic,1389
2013,9,Tennessee,SEC,1508
2013,9,Texas,Big 12,1746
2013,9,Texas A&M,SEC,1940
2013,9,Texas State,Sun Belt,1318
2013,9,Texas Tech,Big 12,1698
2013,9,Toledo,Mid-American,1504
2013,9,Troy,Sun Belt,1290
2013,9,Tulane,Conference USA,1228
2013,9,Tulsa,Conference USA,1435
2013,9,UAB,Conference USA,1090
2013,9,UCF,American Athletic,1819
2013,9,UCLA,Pac-12,1753
2013,9,UConn,American Athletic,1236
2013,9,UL Monroe,Sun Belt,1265
2013,9,UNLV,Mountain West,1162
2013,9,USC,Pac-12,1683
2013,9,Utah,Pac-12,1536
2013,9,Utah State,Mountain West,1747
2013,9,UTEP,Conference USA,1171
2013,9,UTSA,Conference USA,1292
2013,9,Vanderbilt,SEC,1542
2013,9,Virginia,ACC,1315
2013,9,Virginia Tech,ACC,1601
2013,9,Wake Forest,ACC,1388
2013,9,Washington,Pac-12,1626
2013,9,Washington State,Pac-12,1385
2013,9,Western Kentucky,Sun Belt,1364
2013,9,Western Michigan,Mid-American,1087
2013,9,West Virginia,Big 12,1484
2013,9,Wisconsin,Big Ten,1951
2013,9,Wyoming,Mountain West,1338
2013,10,Air Force,Mountain West,1221
2013,10,Akron,Mid-American,1120
2013,10,Alabama,SEC,2196
2013,10,Arizona,Pac-12,1588
2013,10,Arizona State,Pac-12,1874
2013,10,Arkansas,SEC,1366
2013,10,Arkansas State,Sun Belt,1376
2013,10,Army,FBS Independents,1235
2013,10,Auburn,SEC,1652
2013,10,Ball State,Mid-American,1566
2013,10,Baylor,Big 12,2149
2013,10,Boise State,Mountain West,1728
2013,10,Boston College,ACC,1410
2013,10,Bowling Green,Mid-American,1487
2013,10,Buffalo,Mid-American,1491
2013,10,BYU,FBS Independents,1812
2013,10,California,Pac-12,1238
2013,10,Central Michigan,Mid-American,1184
2013,10,Cincinnati,American Athletic,1625
2013,10,Clemson,ACC,1898
2013,10,Colorado,Pac-12,1108
2013,10,Colorado State,Mountain West,1426
2013,10,Duke,ACC,1492
2013,10,East Carolina,Conference USA,1597
2013,10,Eastern Michigan,Mid-American,924
2013,10,Florida,SEC,1738
2013,10,Florida Atlantic,Conference USA,1277
2013,10,Florida International,Conference USA,1061
2013,10,Florida State,ACC,2227
2013,10,Fresno State,Mountain West,1654
2013,10,Georgia,SEC,1787
2013,10,Georgia State,Sun Belt,1124
2013,10,Georgia Tech,ACC,1753
2013,10,Hawai'i,Mountain West,1205
2013,10,Houston,American Athletic,1644
2013,10,Idaho,FBS Independents,849
2013,10,Illinois,Big Ten,1361
2013,10,Indiana,Big Ten,1500
2013,10,Iowa,Big Ten,1652
2013,10,Iowa State,Big 12,1330
2013,10,James Madison,CAA,1421
2013,10,Kansas,Big 12,1180
2013,10,Kansas State,Big 12,1822
2013,10,Kent State,Mid-American,1290
2013,10,Kentucky,SEC,1339
2013,10,Liberty,Big South,1455
2013,10,Louisiana,Sun Belt,1518
2013,10,Louisiana Tech,Conference USA,1374
2013,10,Louisville,American Athletic,1889
2013,10,LSU,SEC,1972
2013,10,Marshall,Conference USA,1571
2013,10,Maryland,ACC,1456
2013,10,Massachusetts,Mid-American,984
2013,10,Memphis,American Athletic,1362
2013,10,Miami,ACC,1682
2013,10,Miami (OH),Mid-American,999
2013,10,Michigan,Big Ten,1797
2013,10,Michigan State,Big Ten,1841
2013,10,Middle Tennessee,Conference USA,1233
2013,10,Minnesota,Big Ten,1523
2013,10,Mississippi State,SEC,1616
2013,10,Missouri,SEC,1832
2013,10,Navy,FBS Independents,1355
2013,10,NC State,ACC,1506
2013,10,Nebraska,Big Ten,1690
2013,10,Nevada,Mountain West,1338
2013,10,New Mexico,Mountain West,1257
2013,10,New Mexico State,FBS Independents,865
2013,10,North Carolina,ACC,1588
2013,10,Northern Illinois,Mid-American,1759
2013,10,North Texas,Conference USA,1561
2013,10,Northwestern,Big Ten,1618
2013,10,Notre Dame,FBS Independents,1776
2013,10,Ohio,Mid-American,1484
2013,10,Ohio State,Big Ten,2052
2013,10,Oklahoma,Big 12,1795
2013,10,Oklahoma State,Big 12,1905
2013,10,Ole Miss,SEC,1675
2013,10,Oregon,Pac-12,2157
2013,10,Oregon State,Pac-12,1706
2013,10,Penn State,Big Ten,1569
2013,10,Pittsburgh,ACC,1539
2013,10,Purdue,Big Ten,1165
2013,10,Rice,Conference USA,1523
2013,10,Rutgers,American Athletic,1461
2013,10,San Diego State,Mountain West,1478
2013,10,San José State,Mountain West,1441
2013,10,SMU,American Athletic,1451
2013,10,South Alabama,Sun Belt,1348
2013,10,South Carolina,SEC,1890
2013,10,Southern Miss,Conference USA,883
2013,10,South Florida,American Athletic,1313
2013,10,Stanford,Pac-12,1895
2013,10,Syracuse,ACC,1427
2013,10,TCU,Big 12,1594
2013,10,Temple,American Athletic,1389
2013,10,Tennessee,SEC,1467
2013,10,Texas,Big 12,1744
2013,10,Texas A&M,SEC,1990
2013,10,Texas State,Sun Belt,1312
2013,10,Texas Tech,Big 12,1673
2013,10,Toledo,Mid-American,1549
2013,10,Troy,Sun Belt,1261
2013,10,Tulane,Conference USA,1192
2013,10,Tulsa,Conference USA,1371
2013,10,UAB,Conference USA,1094
2013,10,UCF,American Athletic,1819
2013,10,UCLA,Pac-12,1744
2013,10,UConn,American Athletic,1236
2013,10,UL Monroe,Sun Belt,1294
2013,10,UNLV,Mountain West,1164
2013,10,USC,Pac-12,1732
2013,10,Utah,Pac-12,1536
2013,10,Utah State,Mountain West,1790
2013,10,UTEP,Conference USA,1121
